,competitionIdx,L1,L2,Attendance,Weather,PitchCondition,GoalsHalf1,GoalsHalf2,sum_goals,half_1_percent,half_2_percent,Unnamed: 11,Unnamed: 12,l1_new,uniformly_spaced_point,quantiles,l2_new
20596,198,1.651706044,0.661401505,not defined,good,not defined,1,1,2,50,50,,,1.163259555,0.242992308,-0.696709494,0.865366646
20664,198,1.252576788,0.980442895,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.16397589,0.243794535,-0.694148524,0.866014767
20691,198,1.506556601,0.70011134,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.164263442,0.244113067,-0.69313293,0.866239466
20764,198,1.179302714,0.971318992,not defined,good,not defined,2,0,2,100,0,,,1.165214611,0.244974282,-0.690390637,0.866923646
20767,198,1.162505437,1.157487494,not defined,good,not defined,0,1,1,0,100,,,1.165260726,0.245009674,-0.690278051,0.866955705
20788,198,1.450487151,1.015540433,not defined,good,good,0,4,4,0,100,,,1.165492304,0.245257421,-0.689490195,0.867159481
20803,198,1.432255276,0.9225442,not defined,good,good,2,2,4,50,50,,,1.165621503,0.245434383,-0.688927703,0.867292361
20824,198,1.091222688,1.028082358,not defined,good,good,1,1,2,50,50,,,1.165809168,0.245682129,-0.68814058,0.867519311
20893,198,1.510475631,0.690272218,not defined,Cold,good,2,1,3,66.66666667,33.33333333,,,1.166592787,0.246496154,-0.685557312,0.868221349
20979,198,1.450813693,0.935875495,not defined,good,good,0,2,2,0,100,,,1.167596138,0.247510736,-0.682343977,0.869171761
20991,198,1.304021253,0.968460253,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.167700992,0.247652305,-0.681896165,0.869333272
21002,198,1.150399726,1.720919369,not defined,good,not defined,2,1,3,66.66666667,33.33333333,,,1.167784106,0.247782077,-0.681485791,0.869419246
21096,198,1.225013401,1.204419567,not defined,good,good,3,1,4,75,25,,,1.168886531,0.248891039,-0.677983623,0.870508759
21257,198,1.223307936,0.89385774,not defined,good,not defined,3,2,5,60,40,,,1.17092581,0.25079043,-0.672004456,0.872311924
21367,198,1.482310477,0.676417064,not defined,rainy,not defined,0,1,1,0,100,,,1.172433807,0.252088151,-0.667933094,0.873465029
21381,198,1.052510342,1.184944162,not defined,Hot,not defined,1,0,1,100,0,,,1.172585546,0.252253315,-0.667415716,0.873638704
21447,199,1.739233036,1.110182261,not defined,good,not defined,1,1,2,50,50,,,1.17340478,0.253031948,-0.664979047,0.874289664
21498,199,2.781354867,0.678364539,not defined,good,good,1,1,2,50,50,,,1.174047989,0.253633618,-0.663098867,0.874934021
22055,199,1.793992725,1.023527055,not defined,good,not defined,2,3,5,40,60,,,1.181007547,0.260204804,-0.642714134,0.880951483
22276,204,1.626483765,0.928590815,not defined,Mild,Regular,2,1,3,66.66666667,33.33333333,,,1.183964996,0.262812043,-0.634700012,0.88377218
22326,204,1.098269499,1.574018154,not defined,good,Wet and Fast,1,1,2,50,50,,,1.184521848,0.263401916,-0.632892521,0.884302571
22416,204,1.713844507,0.851198028,not defined,windy,not defined,2,2,4,50,50,,,1.185491499,0.264463687,-0.629644236,0.885274401
22490,204,1.145762703,1.446336204,not defined,good,good,1,1,2,50,50,,,1.186402692,0.2653367,-0.626978392,0.886018935
22530,204,2.000420461,0.829683882,not defined,good,good,0,3,3,0,100,,,1.186847682,0.265808598,-0.62553925,0.88636373
22566,204,1.831514658,0.947351815,not defined,good,Arthificial turf,0,2,2,0,100,,,1.187268144,0.266233307,-0.624245129,0.886749114
22692,204,1.624645,1.067759841,not defined,rainy,not defined,0,3,3,0,100,,,1.18873477,0.267719787,-0.619723907,0.887988241
22778,204,1.067256223,1.491823395,not defined,good,good,0,2,2,0,100,,,1.189947903,0.268734368,-0.616645257,0.888986308
22780,204,1.684650526,0.950389249,not defined,rainy,not defined,1,2,3,33.33333333,66.66666667,,,1.189988244,0.268757963,-0.61657373,0.889009168
22794,204,1.667441799,0.862789412,not defined,good,good,4,1,5,80,20,,,1.190150087,0.268923128,-0.61607313,0.889154817
22853,204,1.336269748,1.214976996,not defined,good,good,1,3,4,25,75,,,1.190742347,0.269619178,-0.613965151,0.889771233
22859,204,1.705507572,0.828831643,not defined,Light Wind,Wet and Fast,1,4,5,20,80,,,1.190816148,0.269689963,-0.613750933,0.889806737
22869,204,2.13538715,0.779178594,not defined,Light rain,good,1,0,1,100,0,,,1.190911918,0.269807937,-0.613393966,0.889895762
22913,205,1.976902382,1.183987765,not defined,stormy,Arthificial turf,2,0,2,100,0,,,1.191391508,0.270327026,-0.611824238,0.890320159
22930,207,1.281639859,1.293581882,not defined,Cold,Arthificial turf,1,1,2,50,50,,,1.191560707,0.270527582,-0.611218156,0.890479977
22935,207,1.480504664,1.367162876,not defined,Cold,Arthificial turf,1,4,5,20,80,,,1.191583281,0.27058657,-0.61103994,0.89049829
22939,207,1.295527497,1.217961674,not defined,Cold,Arthificial turf,1,3,4,25,75,,,1.19166943,0.27063376,-0.61089738,0.89053163
22957,207,1.128322208,1.378883547,not defined,good,Arthificial turf,1,4,5,20,80,,,1.191899012,0.270846114,-0.610256017,0.890725741
22959,207,1.387271894,1.047858157,not defined,good,Arthificial turf,0,1,1,0,100,,,1.191925435,0.270869709,-0.61018477,0.890759159
23003,207,1.184007787,1.385255992,not defined,good,Arthificial turf,1,1,2,50,50,,,1.192388516,0.271388797,-0.608618115,0.891171843
23018,207,1.248946421,1.175696603,not defined,Heavy rain,Arthificial turf,2,2,4,50,50,,,1.192514473,0.271565759,-0.60808437,0.891361465
23042,207,1.221070437,1.188855398,not defined,good,Arthificial turf,3,1,4,75,25,,,1.192738381,0.271848898,-0.607230738,0.891674525
23046,207,1.134700879,1.413075214,not defined,good,Arthificial turf,0,2,2,0,100,,,1.192799802,0.271896088,-0.607088509,0.891708875
23051,207,0.603389494,2.307572883,not defined,Cold,Arthificial turf,1,1,2,50,50,,,1.192835525,0.271955075,-0.60691074,0.891764142
23057,207,1.174535217,1.414353958,not defined,good,Arthificial turf,0,1,1,0,100,,,1.192923451,0.27202586,-0.606697442,0.891831627
23061,207,1.302324117,1.311871636,not defined,Cold,good,1,1,2,50,50,,,1.192937387,0.27207305,-0.606555259,0.891874335
23086,207,0.472020919,2.707567852,not defined,good,Arthificial turf,2,2,4,50,50,,,1.193281023,0.272367986,-0.605666893,0.892126669
23090,207,1.022622862,1.62357201,not defined,Cold,Arthificial turf,2,4,6,33.33333333,66.66666667,,,1.193331513,0.272415176,-0.605524799,0.892153249
23109,207,1.71167194,0.984224186,not defined,good,Arthificial turf,0,1,1,0,100,,,1.193562754,0.272639328,-0.604850018,0.892295912
23117,207,1.239318114,1.16409907,not defined,windy,good,0,1,1,0,100,,,1.19360818,0.272733708,-0.604565982,0.892388342
23118,207,1.549607889,0.750204189,not defined,Cold,good,1,1,2,50,50,,,1.193624958,0.272745505,-0.604530481,0.892393292
23120,207,1.767588142,1.010796628,not defined,rainy,Wet and Fast,0,1,1,0,100,,,1.193645391,0.2727691,-0.604459481,0.892440606
23154,207,1.710521635,0.885453367,not defined,rainy,Wet and Fast,2,3,5,40,60,,,1.194192162,0.273170214,-0.60325295,0.892739019
23162,207,1.06301884,1.381572076,not defined,Cold,Arthificial turf,2,1,3,66.66666667,33.33333333,,,1.194273638,0.273264593,-0.602969188,0.892848953
23166,207,0.749414912,2.332714138,not defined,Cold,Arthificial turf,1,1,2,50,50,,,1.194313012,0.273311783,-0.602827325,0.892874287
23189,207,1.261839683,1.10369928,not defined,rainy,Wet and Fast,1,6,7,14.28571429,85.71428571,,,1.194632761,0.273583125,-0.602011849,0.893097768
23221,207,1.312720488,0.89989721,not defined,Cold,good,2,1,3,66.66666667,33.33333333,,,1.19494223,0.273960644,-0.60087794,0.8934984
23227,207,1.163053168,1.295890488,not defined,Cold,Arthificial turf,0,2,2,0,100,,,1.195010146,0.274031428,-0.600665418,0.893543385
23280,207,1.304198798,1.102474362,not defined,good,Arthificial turf,1,0,1,100,0,,,1.195613305,0.274656694,-0.598789316,0.894163809
23281,207,1.405592733,1.100183334,not defined,good,Arthificial turf,1,2,3,33.33333333,66.66666667,,,1.195616002,0.274668491,-0.598753938,0.89417784
23310,207,1.051843568,1.4003656,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.195909617,0.275010618,-0.597728306,0.89454763
23311,207,0.716049937,2.02143589,not defined,Cold,Arthificial turf,1,1,2,50,50,,,1.195919727,0.275022415,-0.59769295,0.894558428
23316,207,1.554592745,0.990535852,not defined,rainy,good,3,1,4,75,25,,,1.195971772,0.275081402,-0.597516184,0.89457128
23321,207,1.30349422,1.342994375,not defined,Cold,Arthificial turf,0,1,1,0,100,,,1.196020688,0.27514039,-0.597339437,0.894605822
23329,207,1.438064922,1.286527982,not defined,Cold,Arthificial turf,1,1,2,50,50,,,1.196109365,0.275234769,-0.59705668,0.894692576
23331,207,0.860238779,1.57049565,not defined,good,Arthificial turf,2,1,3,66.66666667,33.33333333,,,1.196149413,0.275258364,-0.596985998,0.894700291
23344,207,1.183009329,1.418185343,not defined,Cold,Arthificial turf,1,2,3,33.33333333,66.66666667,,,1.196363863,0.275411731,-0.59652664,0.894831353
23349,207,1.569545111,0.964219146,not defined,good,not defined,1,0,1,100,0,,,1.196427464,0.275470719,-0.596349997,0.894885698
23360,207,1.182270308,1.272219809,not defined,good,Arthificial turf,2,0,2,100,0,,,1.19656959,0.275600491,-0.595961448,0.894970896
23380,207,1.825535178,0.874205856,not defined,good,Excellent,3,3,6,50,50,,,1.196844827,0.27583644,-0.595255226,0.895197178
23407,207,1.489690276,0.988966546,not defined,good,Arthificial turf,3,3,6,50,50,,,1.197128653,0.276154971,-0.594302297,0.895527189
23424,207,0.727302865,2.532524604,not defined,good,good,1,4,5,20,80,,,1.197268928,0.276355528,-0.593702581,0.895680197
23428,207,1.441973101,1.088765443,not defined,Cold,Arthificial turf,2,1,3,66.66666667,33.33333333,,,1.197298717,0.276402718,-0.593561502,0.895714829
23436,207,1.059611406,1.434185131,not defined,Cold,Arthificial turf,1,1,2,50,50,,,1.197408856,0.276497098,-0.593279381,0.89578332
23438,207,1.081052871,1.139975156,not defined,good,Arthificial turf,1,1,2,50,50,,,1.197464527,0.276520693,-0.593208858,0.895799051
23445,207,1.397496629,1.070767203,not defined,good,Arthificial turf,3,1,4,75,25,,,1.197509705,0.276603275,-0.59296205,0.895869821
23453,207,1.397986413,1.449183039,not defined,stormy,Arthificial turf,2,0,2,100,0,,,1.197586272,0.276697655,-0.592680029,0.895993486
23468,207,0.588657968,2.392877328,not defined,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.197776911,0.276874617,-0.592151366,0.896155072
23492,207,1.29521696,1.317491535,not defined,rainy,Wet and Fast,0,1,1,0,100,,,1.198055316,0.277157756,-0.591305849,0.896359391
23536,207,1.080843767,1.252598289,not defined,Hot,good,0,1,1,0,100,,,1.198451062,0.277676844,-0.589756831,0.896850964
23576,209,1.388154494,1.155224137,not defined,good,good,1,0,1,100,0,,,1.198947964,0.278148742,-0.588349861,0.897243599
23591,209,1.32709364,1.257404348,not defined,good,Excellent,0,2,2,0,100,,,1.199127906,0.278325704,-0.587822547,0.897385917
23729,209,1.904959013,0.792235002,not defined,Cold,good,1,1,2,50,50,,,1.20048295,0.279953754,-0.582978895,0.898751213
23769,209,1.402489858,1.208997446,not defined,Sun,Regular,0,3,3,0,100,,,1.200914371,0.280425652,-0.581577496,0.899103384
23780,209,1.460928099,1.075972703,not defined,Cold,Excellent,1,2,3,33.33333333,66.66666667,,,1.201082844,0.280555424,-0.581192311,0.89918219
23800,209,1.247061491,1.209458037,not defined,good,Excellent,3,1,4,75,25,,,1.201303515,0.280791374,-0.580492197,0.899335185
23805,209,0.902100761,1.79710957,not defined,good,good,1,4,5,20,80,,,1.20133318,0.280850361,-0.580317213,0.899409623
23907,209,1.496950038,0.998876876,not defined,Cold,Excellent,2,2,4,50,50,,,1.202528707,0.282053702,-0.576751401,0.900338181
23974,209,1.408017558,1.321099911,not defined,Cold,Excellent,1,5,6,16.66666667,83.33333333,,,1.203451242,0.282844132,-0.574413139,0.901026233
23977,209,1.261227585,1.225652845,not defined,good,Wet and Fast,0,1,1,0,100,,,1.203495233,0.282879524,-0.574308514,0.901066298
24002,209,2.329520401,0.762420545,not defined,good,good,0,2,2,0,100,,,1.203841745,0.283174461,-0.573436885,0.90136549
24036,209,1.739879591,0.94016525,not defined,good,good,2,0,2,100,0,,,1.204202741,0.283575575,-0.572252169,0.901609438
24052,209,1.551005759,0.960836126,not defined,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.204450378,0.283764334,-0.571694933,0.901714982
24133,209,1.898000723,0.864063435,not defined,Cold,Excellent,1,1,2,50,50,,,1.205368331,0.284719928,-0.568876644,0.902668285
24152,209,1.490747724,1.303725383,not defined,Cold,not defined,0,2,2,0,100,,,1.205648644,0.28494408,-0.568216219,0.902812194
24217,209,1.525354904,1.128326518,not defined,good,good,1,0,1,100,0,,,1.206415811,0.285710915,-0.565958739,0.903592952
24240,209,1.36918282,1.099523831,not defined,good,Excellent,1,1,2,50,50,,,1.206699477,0.285982257,-0.565160629,0.903820626
24276,209,1.768110816,0.959712258,not defined,Fog,good,1,2,3,33.33333333,66.66666667,,,1.207119191,0.286406965,-0.563912136,0.904146719
24476,211,1.162167876,1.07467288,not defined,rainy,wet,0,1,1,0,100,,,1.209666923,0.288766457,-0.556991971,0.906165398
24478,211,1.340003617,0.847659168,not defined,Hot,good,3,1,4,75,25,,,1.209692923,0.288790052,-0.556922904,0.906175153
24514,212,1.006022745,1.155517711,not defined,windy,Arthificial turf,0,2,2,0,100,,,1.210067392,0.289214761,-0.55568016,0.906517044
24541,212,1.372262508,1.001681269,not defined,Mild,Arthificial turf,0,1,1,0,100,,,1.210359598,0.289533292,-0.554748664,0.906717191
24561,212,1.385746373,0.955897089,not defined,good,Arthificial turf,0,3,3,0,100,,,1.210590837,0.289769242,-0.554058978,0.906935797
24643,214,2.756016686,0.430321621,not defined,Cold,not defined,2,2,4,50,50,,,1.21150223,0.290736633,-0.551234012,0.907865904
24716,214,1.463170576,0.864994679,not defined,good,good,3,1,4,75,25,,,1.212213615,0.291597848,-0.548722801,0.908507804
24735,214,0.815115144,1.504239029,not defined,good,good,2,0,2,100,0,,,1.212427128,0.291822,-0.548069766,0.908663226
24747,214,1.036480702,1.155313779,not defined,good,good,1,0,1,100,0,,,1.21249669,0.291963569,-0.547657443,0.908745799
24748,214,1.328381823,0.644752598,not defined,good,good,0,1,1,0,100,,,1.212525886,0.291975367,-0.547623087,0.908749282
24771,214,1.445239193,0.751040246,not defined,good,good,0,2,2,0,100,,,1.212770811,0.292246709,-0.546833076,0.908968985
24772,214,1.312136061,0.780374055,not defined,good,Excellent,2,3,5,40,60,,,1.212777381,0.292258506,-0.546798735,0.908980642
24789,214,1.037315789,0.91466768,not defined,windy,good,2,1,3,66.66666667,33.33333333,,,1.213000668,0.292459063,-0.546215045,0.909152522
24792,214,0.79437764,1.659843215,not defined,good,not defined,0,2,2,0,100,,,1.213039514,0.292494455,-0.54611206,0.909214395
24818,214,1.197364934,0.746123825,not defined,good,Uneven & Cutting up,3,1,4,75,25,,,1.21330584,0.292801189,-0.545219766,0.909493538
24828,214,1.4283337,0.578827156,not defined,Cold,Wet and Fast,1,2,3,33.33333333,66.66666667,,,1.213377755,0.292919164,-0.544876692,0.909643172
24845,214,1.137317044,0.802757097,not defined,good,good,0,2,2,0,100,,,1.213680745,0.293119721,-0.544293613,0.909904235
24846,214,1.566786154,0.63428784,not defined,good,good,4,2,6,66.66666667,33.33333333,,,1.213682763,0.293131518,-0.54425932,0.909924452
24855,214,1.230987629,0.75314793,not defined,good,good,0,1,1,0,100,,,1.213795764,0.293237695,-0.543950712,0.910012728
24858,214,0.983899583,0.885905661,not defined,good,Excellent,2,1,3,66.66666667,33.33333333,,,1.213828466,0.293273088,-0.543847854,0.910047058
24874,214,1.311082406,1.000584051,not defined,Hot,Excellent,3,1,4,75,25,,,1.214000013,0.293461847,-0.543299376,0.910247077
24996,219,1.593029099,1.272148185,not defined,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.215477669,0.294901137,-0.539122582,0.911616487
25039,219,0.665548778,2.28211452,not defined,windy,not defined,0,2,2,0,100,,,1.215942974,0.295408428,-0.537652676,0.911953028
25158,219,1.911899821,1.032119264,not defined,good,Arthificial turf,1,2,3,33.33333333,66.66666667,,,1.217545733,0.296812326,-0.533590833,0.913271215
25251,219,1.66448451,0.790831905,not defined,good,Arthificial turf,2,0,2,100,0,,,1.21870304,0.29790949,-0.530422572,0.914323913
25320,219,1.209627882,1.599069273,not defined,Cold,good,0,1,1,0,100,,,1.219461265,0.298723515,-0.528075364,0.915076003
25336,221,1.760307027,1.077515539,not defined,Cold,good,0,4,4,0,100,,,1.219674575,0.298912274,-0.527531499,0.915152212
25342,221,2.266978894,1.003181408,not defined,Cold,good,0,2,2,0,100,,,1.219733553,0.298983059,-0.52732759,0.915204185
25353,221,2.17581958,0.92839747,not defined,Cold,good,1,3,4,25,75,,,1.219863743,0.299112831,-0.526953814,0.915297688
25658,223,1.39590609,0.930154331,not defined,good,good,0,2,2,0,100,,,1.223449194,0.302711057,-0.516619052,0.918469113
25941,225,2.428689545,0.600024894,not defined,Hot,good,0,3,3,0,100,,,1.226847366,0.306049738,-0.507078876,0.921301336
26010,225,1.202675198,1.751474928,not defined,good,Excellent,3,3,6,50,50,,,1.227669661,0.306863763,-0.50475984,0.921913908
26021,225,1.633843281,1.519782048,not defined,good,good,4,1,5,80,20,,,1.227809392,0.306993535,-0.50439039,0.922059746
26227,226,1.695180488,0.82747372,not defined,Mild,not defined,0,2,2,0,100,,,1.230313085,0.309423812,-0.497484226,0.924106772
26273,226,1.123129258,1.150626062,not defined,Cold,good,0,1,1,0,100,,,1.230826084,0.309966495,-0.49594532,0.924508022
26508,226,0.892398091,0.99347112,not defined,Cold,not defined,2,1,3,66.66666667,33.33333333,,,1.233608219,0.312738899,-0.488101714,0.926824508
26790,228,1.183386337,1.328705857,not defined,good,Arthificial turf,1,1,2,50,50,,,1.236946086,0.316065783,-0.478728813,0.929528774
26975,228,1.544273012,1.387186,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.239062834,0.318248313,-0.472602742,0.931210802
27032,228,1.488468652,0.991524479,not defined,Cold,Arthificial turf,1,1,2,50,50,,,1.239748819,0.318920768,-0.470718829,0.93191722
27081,229,0.768315528,3.381829449,not defined,Indoor Stadium,Arthificial turf,1,1,2,50,50,,,1.240277526,0.319498844,-0.46910066,0.932337395
27210,233,1.165622842,1.132025636,not defined,good,good,2,1,3,66.66666667,33.33333333,,,1.241500973,0.321020716,-0.464846434,0.933619648
27301,235,1.315797476,1.000822197,not defined,rainy,Slow due to water,0,1,1,0,100,,,1.242492162,0.322094285,-0.461850448,0.934536925
27310,235,1.355860382,0.844233987,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.242573251,0.322200462,-0.461554367,0.934606234
27357,235,1.312612676,0.825400906,not defined,Light rain,good,0,2,2,0,100,,,1.243404227,0.322754943,-0.460008825,0.935012401
27392,235,1.542918475,0.702142359,not defined,Sun,Regular,0,3,3,0,100,,,1.243967338,0.323167854,-0.458858602,0.935424541
27404,235,0.989413397,1.338656724,not defined,good,good,3,2,5,60,40,,,1.244084273,0.323309424,-0.45846438,0.935612314
27436,235,1.629943125,0.743130644,not defined,good,good,1,1,2,50,50,,,1.244524588,0.323686943,-0.457413469,0.935976526
27578,235,1.379179209,0.921842585,not defined,Cold,not defined,2,0,2,100,0,,,1.246281026,0.325362182,-0.45275612,0.937427086
27595,235,1.18625351,0.891474476,not defined,good,not defined,1,2,3,33.33333333,66.66666667,,,1.246470557,0.325562739,-0.452199209,0.937575107
27601,235,2.328323379,0.542468104,not defined,Cloudy,good,0,2,2,0,100,,,1.246521604,0.325633524,-0.452002686,0.937647374
27658,235,1.075194927,1.123584932,not defined,good,not defined,2,0,2,100,0,,,1.247160707,0.326305979,-0.450136586,0.938117494
27704,235,1.566853405,0.826733066,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.247699382,0.326848662,-0.448631752,0.938575215
27718,235,1.009466445,0.937218568,not defined,Cold,good,1,2,3,33.33333333,66.66666667,,,1.247811347,0.327013827,-0.448173961,0.93867452
27753,235,1.161847355,0.933112724,not defined,Cold,good,0,3,3,0,100,,,1.248276714,0.327426738,-0.447029894,0.939025474
27797,235,1.282634043,0.989223192,not defined,good,good,2,3,5,40,60,,,1.248915676,0.327945826,-0.445592468,0.939556178
27853,235,1.421875207,0.852932261,not defined,good,not defined,1,1,2,50,50,,,1.249520707,0.328606484,-0.443764347,0.940154521
27862,235,1.680847636,0.937116311,not defined,Cloudy,Regular,1,0,1,100,0,,,1.249630293,0.328712661,-0.44347068,0.940249197
27870,235,1.153549824,1.017748827,not defined,good,good,0,4,4,0,100,,,1.249673948,0.328807041,-0.443209675,0.940288801
28065,235,1.020101075,1.194722407,not defined,good,good,0,1,1,0,100,,,1.252185687,0.331107546,-0.436856954,0.942001516
28068,235,0.950331403,1.139409405,not defined,Cold,good,2,1,3,66.66666667,33.33333333,,,1.252224532,0.331142938,-0.436759358,0.942024339
28106,235,1.325453386,0.799028936,not defined,good,good,0,2,2,0,100,,,1.252713687,0.331591242,-0.435523503,0.942404541
28125,235,1.427054193,0.880758713,not defined,good,good,1,3,4,25,75,,,1.252900527,0.331815393,-0.434905825,0.94267594
28219,237,1.450981844,1.066631664,not defined,good,good,1,1,2,50,50,,,1.253988762,0.332924355,-0.431852377,0.943720791
28254,237,1.156114409,1.327959929,not defined,good,Arthificial turf,0,1,1,0,100,,,1.254412249,0.333337266,-0.430716484,0.944108558
28308,237,1.012793688,1.249062527,not defined,Cold,good,0,1,1,0,100,,,1.255050226,0.333974329,-0.428965053,0.944695788
28371,237,0.89728683,1.384117922,not defined,good,Excellent,4,2,6,66.66666667,33.33333333,,,1.255853267,0.334717569,-0.426923378,0.945118812
28655,241,1.143460135,1.364059062,not defined,good,good,1,3,4,25,75,,,1.259055157,0.338068048,-0.417741542,0.948220026
28675,241,1.094736743,1.678533354,not defined,good,good,1,3,4,25,75,,,1.259294832,0.338303997,-0.417096269,0.948437351
28686,241,2.399306838,0.563495434,not defined,good,Uneven & Cutting up,3,4,7,42.85714286,57.14285714,,,1.259414985,0.338433769,-0.416741442,0.948490171
28690,241,1.783140236,0.902612012,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.259458491,0.338480959,-0.416612428,0.948549584
28691,241,1.837470551,1.033191879,not defined,good,good,2,1,3,66.66666667,33.33333333,,,1.259481304,0.338492756,-0.416580175,0.948568358
28753,245,1.272531973,2.021985191,not defined,good,good,2,1,3,66.66666667,33.33333333,,,1.260089277,0.339224199,-0.414581357,0.949162299
28760,245,1.633860883,1.818170599,not defined,good,good,3,4,7,42.85714286,57.14285714,,,1.260141142,0.339306781,-0.414355789,0.949238986
28762,245,2.335942635,1.253838771,not defined,Cold,good,3,0,3,100,0,,,1.260145578,0.339330376,-0.414291344,0.94924319
28771,245,2.39711436,1.218080965,not defined,good,good,3,0,3,100,0,,,1.260229005,0.339436553,-0.414001366,0.949374851
28780,245,1.944994542,1.552693637,not defined,Cold,not defined,1,1,2,50,50,,,1.260321987,0.33954273,-0.413711422,0.949490625
28782,245,0.981630152,2.333284121,not defined,windy,good,2,3,5,40,60,,,1.260329626,0.339566325,-0.413646995,0.949529258
28785,245,1.947706956,1.432274253,not defined,windy,good,2,1,3,66.66666667,33.33333333,,,1.260360399,0.339601718,-0.413550358,0.949568253
29150,248,1.604072319,1.130380635,not defined,good,Excellent,1,1,2,50,50,,,1.264266003,0.343907791,-0.40182125,0.953324055
29154,248,1.937440242,0.534994164,not defined,good,good,2,2,4,50,50,,,1.264297562,0.343954981,-0.40169302,0.953366582
29201,248,1.519734989,0.823629863,not defined,not defined,Regular,1,1,2,50,50,,,1.264764935,0.344509462,-0.400186818,0.95376914
29208,248,1.731004372,0.992597628,not defined,good,good,3,1,4,75,25,,,1.26482346,0.344592044,-0.399962567,0.953840512
29389,248,1.375613315,1.042900963,not defined,good,good,1,1,2,50,50,,,1.266929528,0.346727384,-0.394171035,0.955483206
29452,250,1.485191636,0.713790703,not defined,good,Excellent,2,2,4,50,50,,,1.267663426,0.347470624,-0.392158306,0.95610201
29499,250,1.257863588,0.931271687,not defined,good,good,2,2,4,50,50,,,1.268100635,0.348025105,-0.390657781,0.956637268
29504,250,1.667441985,0.932546024,not defined,Cold,good,1,0,1,100,0,,,1.268171455,0.348084092,-0.390498202,0.956662006
29521,250,0.815970814,2.604333642,not defined,Cold,good,1,2,3,33.33333333,66.66666667,,,1.268453208,0.348284649,-0.389955709,0.956797064
29539,250,3.856148245,0.506417285,not defined,Cold,Excellent,2,4,6,33.33333333,66.66666667,,,1.26873785,0.348497003,-0.38938143,0.956937241
29548,250,1.279794204,1.272729621,not defined,good,good,2,2,4,50,50,,,1.268890009,0.348603181,-0.389094339,0.957000905
29550,250,1.416864458,1.19862796,not defined,Cold,good,2,0,2,100,0,,,1.268928462,0.348626776,-0.389030545,0.957005833
29558,250,1.367536046,0.869573777,not defined,good,good,1,4,5,20,80,,,1.269106642,0.348721155,-0.388775386,0.957053252
29599,250,1.71082838,0.867341737,not defined,good,good,0,2,2,0,100,,,1.269567916,0.349204851,-0.387468092,0.957352462
29622,250,0.918329472,1.455909205,not defined,good,good,0,2,2,0,100,,,1.269824818,0.349476193,-0.386735023,0.957579875
29650,250,1.188516109,1.14304173,not defined,good,good,1,0,1,100,0,,,1.270114696,0.349806522,-0.38584287,0.957910868
29666,250,1.890020642,1.092165689,not defined,Cold,good,0,3,3,0,100,,,1.270219244,0.349995281,-0.385333207,0.958017954
29669,250,1.634481468,0.861164233,not defined,good,good,2,3,5,40,60,,,1.270273936,0.350030673,-0.385237656,0.958050329
29764,250,1.560670538,1.192546666,not defined,good,not defined,0,3,3,0,100,,,1.271629434,0.351151432,-0.382213695,0.959153354
29791,250,1.832726271,0.861307979,not defined,Sun,Excellent,1,2,3,33.33333333,66.66666667,,,1.271941613,0.351469964,-0.381354892,0.959401945
29797,250,1.165809168,1.099242295,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.271989257,0.351540748,-0.381164085,0.959460476
29801,250,2.140584976,0.517157988,not defined,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.272008469,0.351587938,-0.381036888,0.959527138
29818,250,1.153697326,1.292676842,not defined,good,good,1,1,2,50,50,,,1.272239077,0.351788495,-0.380496371,0.959697317
29819,250,2.215922661,1.299410086,not defined,good,Excellent,0,2,2,0,100,,,1.272239621,0.351800293,-0.380464579,0.959700097
29821,250,1.238097939,0.890291416,not defined,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.272256876,0.351823887,-0.380400997,0.959712808
29835,250,4.05086484,0.703668189,not defined,Cold,Excellent,3,0,3,100,0,,,1.272395776,0.351989052,-0.379955964,0.959840358
29845,250,1.239954396,1.199680548,not defined,good,good,2,1,3,66.66666667,33.33333333,,,1.272490798,0.352107027,-0.379638129,0.959915954
29850,250,1.49268461,0.886984752,not defined,good,good,0,4,4,0,100,,,1.272542658,0.352166014,-0.379479226,0.959946762
29876,250,1.325011939,1.199553914,not defined,Cold,not defined,1,1,2,50,50,,,1.272711939,0.352472748,-0.378653086,0.96016176
29927,250,3.395807895,0.580748111,not defined,Cold,Excellent,4,2,6,66.66666667,33.33333333,,,1.273267947,0.353074418,-0.377033329,0.960638205
29967,250,1.121875685,1.346792154,not defined,Cold,Excellent,3,3,6,50,50,,,1.273685973,0.353546317,-0.375763623,0.961164412
29981,250,2.025865245,0.743067733,not defined,Cold,good,1,3,4,25,75,,,1.273840463,0.353711481,-0.375319369,0.96132716
