,competitionIdx,L1,L2,Attendance,Weather,PitchCondition,GoalsHalf1,GoalsHalf2,sum_goals,half_1_percent,half_2_percent,Unnamed: 11,Unnamed: 12,l1_new,uniformly_spaced_point,quantiles,l2_new
45147,340,1.24270217,1.810872416,not defined,good,Arthificial turf,2,5,7,28.57142857,71.42857143,,,1.449154722,0.532631778,0.08188716,1.10672289
45151,340,1.504270594,1.141357511,not defined,good,good,2,0,2,100,0,,,1.449182766,0.532678967,0.082005846,1.106748015
45198,340,1.195210392,1.845711828,not defined,Light rain,Arthificial turf,1,3,4,25,75,,,1.449787423,0.533233448,0.083400484,1.107362793
45248,343,1.381257528,1.43434849,not defined,Hot,good,2,2,4,50,50,,,1.450409007,0.533823321,0.08488432,1.10787996
45253,343,1.780281743,1.149603933,not defined,good,good,0,3,3,0,100,,,1.450464713,0.533882309,0.085032714,1.107937557
45354,343,2.949295196,0.780332053,not defined,good,good,3,2,5,60,40,,,1.451688547,0.535073852,0.088030675,1.109009612
45358,343,0.709755699,2.172368733,not defined,good,good,2,4,6,33.33333333,66.66666667,,,1.451731801,0.535121042,0.088149422,1.109056935
45402,344,1.442992829,2.33211551,not defined,Indoor Stadium,Arthificial turf,0,5,5,0,100,,,1.452334097,0.53564013,0.089455724,1.109548988
45579,347,1.036593806,1.025912938,not defined,Hot,Arthificial turf,1,0,1,100,0,,,1.45455361,0.537728281,0.094712186,1.111202779
45585,347,1.159366028,0.863450364,not defined,rainy,good,0,2,2,0,100,,,1.454603623,0.537799066,0.094890416,1.11124263
45649,347,1.099347151,0.889785713,not defined,good,good,0,1,1,0,100,,,1.455490237,0.538554103,0.096791727,1.111698629
45670,347,1.214770312,0.879915312,not defined,rainy,good,1,2,3,33.33333333,66.66666667,,,1.455819427,0.53880185,0.097415671,1.111940141
45716,347,1.106299691,1.000649465,not defined,rainy,Wet and Fast,3,2,5,60,40,,,1.456351974,0.539344533,0.098782537,1.11243707
45723,347,1.078013199,0.911666643,not defined,good,good,0,1,1,0,100,,,1.456461752,0.539427115,0.098990555,1.112523077
45730,347,1.23816741,1.005596967,not defined,Hot,Arthificial turf,1,0,1,100,0,,,1.456502198,0.539509698,0.099198577,1.112633066
45785,347,1.095746539,0.877129865,not defined,good,good,0,1,1,0,100,,,1.457187699,0.540158558,0.100833184,1.113135772
45789,347,1.115012783,0.810109718,not defined,good,good,1,1,2,50,50,,,1.457276995,0.540205748,0.100952075,1.113199807
45797,347,1.318120165,0.646103156,not defined,good,good,0,2,2,0,100,,,1.457347729,0.540300127,0.101189861,1.113280726
45800,347,0.973556249,1.176900947,not defined,good,not defined,2,1,3,66.66666667,33.33333333,,,1.457439263,0.54033552,0.101279032,1.113363426
45813,347,1.340622543,0.727485959,not defined,stormy,Uneven & Cutting up,1,2,3,33.33333333,66.66666667,,,1.457674013,0.540488887,0.101665451,1.113454223
46019,349,1.31684816,1.839887568,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.460011917,0.542919164,0.10779076,1.115914781
46021,349,2.786351702,0.540082936,not defined,Cold,good,2,4,6,33.33333333,66.66666667,,,1.46003139,0.542942759,0.107850249,1.115941579
46044,349,1.094183824,1.268556269,not defined,good,good,0,1,1,0,100,,,1.460377169,0.5432141,0.108534394,1.11615776
46173,349,1.513229711,0.836306198,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.462243839,0.544735973,0.112372506,1.117507389
46292,349,1.227116717,1.171309916,not defined,good,not defined,1,2,3,33.33333333,66.66666667,,,1.463811446,0.546139871,0.115914557,1.118756088
46313,349,1.094737253,1.286792304,not defined,Light Wind,not defined,0,3,3,0,100,,,1.463999804,0.546387617,0.116539775,1.118937317
46353,349,1.429364031,1.067628412,not defined,good,not defined,0,2,2,0,100,,,1.464377012,0.546859516,0.117730792,1.119458985
46422,350,1.245318288,1.30716813,not defined,Sun,good,1,1,2,50,50,,,1.465246937,0.547673541,0.119785689,1.1202241
46425,350,1.034256021,1.567930033,not defined,Sun,good,2,2,4,50,50,,,1.465292235,0.547708933,0.119875044,1.120283774
46438,350,1.335812372,1.002376578,not defined,good,good,1,0,1,100,0,,,1.46545754,0.5478623,0.120262259,1.120438123
46521,350,1.90815524,0.672902141,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.466500881,0.548841489,0.122734907,1.121275893
46523,350,1.669428958,1.174975078,not defined,Sun,good,1,1,2,50,50,,,1.466534025,0.548865084,0.122794498,1.121284467
46534,350,1.181641389,1.068664289,not defined,good,good,3,1,4,75,25,,,1.466694446,0.548994856,0.123122256,1.121420288
46554,350,1.157110316,1.497995111,not defined,rainy,wet,2,1,3,66.66666667,33.33333333,,,1.466881471,0.549230806,0.123718215,1.12159171
46575,350,1.574231111,1.012826577,not defined,Cloudy,good,1,3,4,25,75,,,1.467168278,0.549478552,0.124344019,1.121739394
46604,350,1.302964946,1.458835095,not defined,Cloudy,good,1,3,4,25,75,,,1.467496334,0.549820679,0.125208305,1.122115652
46623,350,1.397719244,1.453845961,not defined,Sun,good,2,1,3,66.66666667,33.33333333,,,1.467761695,0.55004483,0.125774611,1.122366972
46642,350,1.091831957,1.500749304,not defined,good,good,1,3,4,25,75,,,1.467977899,0.550268982,0.126340959,1.122563226
46679,350,1.812393372,0.986819604,not defined,Sun,Regular,0,1,1,0,100,,,1.468343228,0.550705488,0.127443961,1.122959755
46692,350,1.024819608,1.612318665,not defined,good,good,1,1,2,50,50,,,1.468603248,0.550858855,0.12783154,1.123059779
46697,350,1.542729604,1.118697295,not defined,Cold,good,0,2,2,0,100,,,1.468636027,0.550917842,0.127980614,1.123118732
46712,352,1.332352608,2.523015459,not defined,Cold,Arthificial turf,2,1,3,66.66666667,33.33333333,,,1.468788971,0.551094804,0.128427852,1.123266299
46725,352,3.206834144,0.954900832,not defined,rainy,Wet and Fast,3,4,7,42.85714286,57.14285714,,,1.468904989,0.551248171,0.128815479,1.123455518
46871,356,0.798302895,2.064878958,not defined,good,Uneven & Cutting up,3,1,4,75,25,,,1.470793847,0.552970601,0.133170174,1.124993946
46877,356,0.963978343,2.616329586,not defined,good,Uneven & Cutting up,2,2,4,50,50,,,1.470856748,0.553041385,0.133349187,1.125043995
46895,356,1.352064463,1.289405337,not defined,Cold,Uneven & Cutting up,1,2,3,33.33333333,66.66666667,,,1.471068889,0.55325374,0.133886254,1.125197897
46902,356,1.079285488,1.485294385,not defined,good,Excellent,0,1,1,0,100,,,1.471154689,0.553336322,0.134095123,1.125240038
46925,356,0.970865015,1.470831848,not defined,rainy,Wet and Fast,2,1,3,66.66666667,33.33333333,,,1.47147505,0.553607664,0.13478145,1.125548472
46938,356,1.135321197,1.658894521,not defined,good,not defined,0,3,3,0,100,,,1.471615661,0.553761031,0.135169402,1.125683793
46945,356,1.205916747,2.432562653,not defined,good,good,2,0,2,100,0,,,1.471791727,0.553843613,0.135378308,1.125788682
46946,356,1.543859199,1.79909842,not defined,windy,good,1,1,2,50,50,,,1.47179534,0.55385541,0.135408152,1.125828577
46947,356,1.283999896,1.221508655,not defined,Cold,good,0,2,2,0,100,,,1.47182299,0.553867208,0.135437996,1.125830777
47191,357,1.228224281,1.050327488,not defined,good,good,2,0,2,100,0,,,1.475128753,0.556745788,0.142723668,1.128497988
47246,357,1.179898229,1.326250867,not defined,good,good,2,0,2,100,0,,,1.475750212,0.557394649,0.144366964,1.129130594
47253,357,1.112853594,1.301244962,not defined,Cold,Uneven & Cutting up,2,1,3,66.66666667,33.33333333,,,1.475849616,0.557477231,0.144576138,1.129230121
47319,357,1.23265883,0.989130207,not defined,windy,Uneven & Cutting up,2,2,4,50,50,,,1.476737204,0.558255863,0.146548668,1.129996559
47489,357,1.619042539,1.028880536,not defined,good,good,1,6,7,14.28571429,85.71428571,,,1.479113008,0.560261432,0.151632071,1.131819253
47496,357,1.565447905,0.908699748,not defined,good,good,1,1,2,50,50,,,1.479220472,0.560344014,0.151841471,1.131870846
47659,357,1.132827877,1.199458704,not defined,good,Uneven & Cutting up,1,1,2,50,50,,,1.481332345,0.562267,0.156719397,1.133687428
47762,357,1.704352079,0.8674793,not defined,good,good,2,1,3,66.66666667,33.33333333,,,1.482592662,0.563482139,0.159803683,1.134743624
48111,361,2.061593592,0.749767012,not defined,good,Uneven & Cutting up,0,4,4,0,100,,,1.487097707,0.567599453,0.170265814,1.138714256
48135,361,1.979640904,0.859668652,not defined,windy,Excellent,1,0,1,100,0,,,1.487474106,0.567882592,0.170985946,1.138949851
48186,361,1.192397756,1.273795061,not defined,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.488292114,0.568484262,0.172516519,1.139371011
48207,361,1.311255743,1.237279805,not defined,Cold,good,0,3,3,0,100,,,1.488601799,0.568732009,0.173146873,1.139606941
48209,361,1.148520835,2.362252549,not defined,Cold,Regular,2,1,3,66.66666667,33.33333333,,,1.488632226,0.568755604,0.17320691,1.13962447
48229,361,1.120953119,1.284818318,not defined,rainy,Excellent,0,1,1,0,100,,,1.488889831,0.568991553,0.173807317,1.139881054
48248,361,1.550726785,0.998027135,not defined,good,good,1,0,1,100,0,,,1.489117977,0.569215705,0.174377761,1.140093307
48249,361,1.150791263,1.155774231,not defined,Cold,good,1,0,1,100,0,,,1.489138463,0.569227502,0.174407786,1.140098773
48256,361,1.262675561,1.612654998,not defined,good,Excellent,2,3,5,40,60,,,1.489207649,0.569310084,0.174617965,1.14016098
48295,361,2.180698546,0.588011049,not defined,Hot,Excellent,1,1,2,50,50,,,1.489681472,0.569770185,0.175789105,1.140504345
48311,361,1.084363939,1.308276406,not defined,good,Excellent,0,3,3,0,100,,,1.489789983,0.569958945,0.176269643,1.140638751
48337,364,2.011167957,0.805316965,not defined,windy,good,1,3,4,25,75,,,1.49017887,0.570265679,0.177050602,1.140890238
48352,364,1.248249202,0.946827832,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.490334225,0.570442641,0.177501205,1.141077213
48367,364,1.453535664,1.000376773,not defined,Cold,good,0,3,3,0,100,,,1.49057004,0.570619603,0.177951844,1.141218869
48378,364,1.838526195,0.815814013,not defined,Cold,not defined,2,3,5,40,60,,,1.490706004,0.570749375,0.178282336,1.141276571
48426,364,1.20772747,1.191624709,not defined,good,Uneven & Cutting up,0,2,2,0,100,,,1.491523708,0.571315653,0.179724709,1.14179921
48444,364,1.628748918,0.886457066,not defined,good,Uneven & Cutting up,1,2,3,33.33333333,66.66666667,,,1.49174569,0.571528007,0.180265695,1.142083677
48456,364,1.333950084,1.196370274,not defined,good,Uneven & Cutting up,0,1,1,0,100,,,1.491841392,0.571669577,0.180626382,1.14220269
48459,364,1.582896766,0.839183894,not defined,good,Uneven & Cutting up,1,1,2,50,50,,,1.491909832,0.571704969,0.180716557,1.142250973
48484,364,1.088201057,1.226105196,not defined,good,good,2,2,4,50,50,,,1.4922931,0.571999906,0.181468076,1.142585135
48497,364,1.237833324,1.175312191,not defined,Hot,good,1,2,3,33.33333333,66.66666667,,,1.492521869,0.572153273,0.181858906,1.142763511
48570,364,1.456502198,1.029196389,not defined,Cold,Wet and Fast,3,1,4,75,25,,,1.493468284,0.573014487,0.184054086,1.143628466
48573,364,1.218986553,1.143812927,not defined,good,good,1,3,4,25,75,,,1.493500583,0.57304988,0.184144317,1.143633708
48583,364,1.097452936,1.331921056,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.493743189,0.573167854,0.184445101,1.143651184
48597,364,1.279186632,1.036145199,not defined,Cold,Wet and Fast,0,1,1,0,100,,,1.493849871,0.573333019,0.184866225,1.143769733
48629,364,1.173143716,1.002925148,not defined,Cold,Uneven & Cutting up,1,0,1,100,0,,,1.494412276,0.573710537,0.18582892,1.144127755
48638,364,1.26183311,1.056410981,not defined,rainy,good,2,1,3,66.66666667,33.33333333,,,1.494582125,0.573816715,0.186099708,1.144179337
48660,364,1.253351918,0.944131966,not defined,Cold,Uneven & Cutting up,1,1,2,50,50,,,1.495089549,0.574076259,0.186761694,1.14443493
48675,364,1.356754593,1.168061919,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.495248237,0.574253221,0.187213094,1.144690936
48731,364,1.110769909,1.20787684,not defined,good,good,1,1,2,50,50,,,1.496190965,0.574913879,0.188898661,1.14532663
48780,364,1.165492304,1.108017533,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.49701388,0.575491954,0.190373972,1.145797757
48783,364,1.267528958,1.192243415,not defined,Cold,Uneven & Cutting up,2,2,4,50,50,,,1.497048014,0.575527347,0.190464311,1.145887863
48794,364,1.249905922,1.172378886,not defined,windy,good,2,0,2,100,0,,,1.497208126,0.575657119,0.190795566,1.145993153
48801,364,1.309991114,1.196938939,not defined,windy,good,2,0,2,100,0,,,1.497297685,0.575739701,0.191006375,1.146053385
48813,364,1.412054363,1.015661298,not defined,Cold,Uneven & Cutting up,1,0,1,100,0,,,1.497521241,0.57588127,0.191367783,1.146198923
48850,364,1.19697947,0.983953503,not defined,good,Uneven & Cutting up,1,1,2,50,50,,,1.497930383,0.576317776,0.19248228,1.146597009
48867,364,1.674378896,0.77059999,not defined,good,good,1,1,2,50,50,,,1.498219244,0.576518333,0.192994426,1.14688291
48892,364,1.21806932,1.220487481,not defined,good,good,3,3,6,50,50,,,1.498533991,0.57681327,0.193747674,1.147190822
48940,364,1.149437157,1.395236381,not defined,Cold,Uneven & Cutting up,1,0,1,100,0,,,1.499258591,0.577379548,0.19519422,1.147671206
48941,364,1.620713271,0.885096119,not defined,Cold,good,2,0,2,100,0,,,1.49926325,0.577391345,0.19522436,1.147678649
48977,364,1.382079462,1.109334762,not defined,Cold,Uneven & Cutting up,2,3,5,40,60,,,1.499662145,0.577816054,0.196309544,1.148176816
48993,364,1.6495119,0.659351136,not defined,good,good,1,1,2,50,50,,,1.499993693,0.578004813,0.196791921,1.148349854
49062,364,1.095618659,1.449049881,not defined,good,good,1,3,4,25,75,,,1.500621821,0.578818838,0.198872702,1.149192131
49069,364,1.019286036,1.158712049,not defined,good,Uneven & Cutting up,1,0,1,100,0,,,1.500721096,0.57890142,0.199083844,1.149336482
49126,364,1.52524828,1.028995573,not defined,Cold,Wet and Fast,2,1,3,66.66666667,33.33333333,,,1.501438193,0.579573876,0.200803471,1.150011914
49127,364,1.275839356,1.45169942,not defined,Cold,good,1,1,2,50,50,,,1.501438539,0.579585673,0.200833645,1.150025842
49141,365,1.267804248,1.798770862,not defined,Indoor Stadium,Arthificial turf,2,3,5,40,60,,,1.501604805,0.579750838,0.201256103,1.1501684
49142,365,1.855178176,1.214802408,not defined,windy,good,2,2,4,50,50,,,1.501628275,0.579762635,0.20128628,1.150178604
49145,365,1.475116152,1.372801979,not defined,rainy,good,0,3,3,0,100,,,1.501667758,0.579798027,0.201376812,1.150210558
49158,365,1.350230921,1.375489593,not defined,good,good,3,3,6,50,50,,,1.501835343,0.579951394,0.201769136,1.150390599
49161,365,1.512948544,1.333883254,not defined,good,good,1,0,1,100,0,,,1.501858355,0.579986787,0.201859677,1.150399282
49164,365,2.005363373,1.188404622,not defined,good,not defined,3,3,6,50,50,,,1.501887236,0.580022179,0.201950219,1.150448355
49173,365,0.872523228,2.350431007,not defined,rainy,Uneven & Cutting up,2,3,5,40,60,,,1.501976007,0.580128356,0.202221856,1.150577515
49189,365,0.892924997,1.946323446,not defined,good,good,0,1,1,0,100,,,1.502158971,0.580317116,0.202704803,1.150759909
49191,365,1.698453374,1.272928207,not defined,good,Arthificial turf,4,1,5,80,20,,,1.502170154,0.580340711,0.202765175,1.150771693
49203,365,1.560441966,1.280056199,not defined,windy,good,1,1,2,50,50,,,1.50233542,0.58048228,0.203127421,1.150902534
49228,365,1.649765154,1.077178791,not defined,Cloudy,Arthificial turf,0,2,2,0,100,,,1.502764635,0.580777217,0.203882186,1.151283598
49229,365,1.298409821,1.527886978,not defined,good,Arthificial turf,1,0,1,100,0,,,1.502766756,0.580789014,0.203912379,1.151311225
49232,365,1.294201136,1.558235391,not defined,Indoor Stadium,Arthificial turf,1,4,5,20,80,,,1.502773597,0.580824407,0.204002959,1.15136433
49241,365,1.082492388,1.700129942,not defined,good,good,0,1,1,0,100,,,1.50294311,0.580930584,0.204274709,1.151476569
49242,365,1.510037424,1.465709159,not defined,good,good,0,3,3,0,100,,,1.502955063,0.580942381,0.204304904,1.151488759
49248,365,1.556598445,1.342539102,not defined,good,Arthificial turf,0,2,2,0,100,,,1.503031821,0.581013166,0.204486081,1.151557471
49251,365,1.246149132,1.548744751,not defined,Indoor Stadium,Arthificial turf,1,1,2,50,50,,,1.503071671,0.581048558,0.204576672,1.151572373
49257,365,1.211726466,1.634364365,not defined,good,Arthificial turf,0,3,3,0,100,,,1.503184934,0.581119343,0.204757858,1.151681458
49258,365,2.314728996,0.700924427,not defined,Indoor Stadium,Arthificial turf,1,2,3,33.33333333,66.66666667,,,1.503193262,0.581131141,0.204788056,1.151720093
49264,365,1.03115164,1.945462868,not defined,good,good,1,0,1,100,0,,,1.503222756,0.581201925,0.204969251,1.151783184
49269,365,1.189861702,1.914478672,not defined,Indoor Stadium,Arthificial turf,2,3,5,40,60,,,1.503274647,0.581260913,0.205120251,1.151828081
49294,365,2.326877363,0.573358306,not defined,good,Excellent,1,3,4,25,75,,,1.503639224,0.581555849,0.205875323,1.152195743
49297,365,1.341073143,1.578093784,not defined,windy,good,0,1,1,0,100,,,1.503649208,0.581591242,0.20596594,1.152217692
49301,365,1.071990725,1.710446978,not defined,Indoor Stadium,Arthificial turf,1,2,3,33.33333333,66.66666667,,,1.503684645,0.581638431,0.206086765,1.15223548
49305,365,1.026032633,1.668263907,not defined,windy,good,1,1,2,50,50,,,1.503726936,0.581685621,0.206207592,1.15226856
49306,365,1.777205043,1.289367608,not defined,Indoor Stadium,Arthificial turf,0,1,1,0,100,,,1.503735289,0.581697419,0.2062378,1.152269439
49310,365,1.583420065,1.181877056,not defined,good,not defined,2,0,2,100,0,,,1.503756796,0.581744609,0.206358631,1.152290968
49311,365,1.813496698,1.09533671,not defined,good,not defined,0,1,1,0,100,,,1.503758687,0.581756406,0.20638884,1.15229642
49320,365,1.307364462,1.826838422,not defined,good,Arthificial turf,2,2,4,50,50,,,1.50392236,0.581862583,0.206660723,1.152445956
49344,365,1.177144601,1.502612859,not defined,good,not defined,1,1,2,50,50,,,1.504189296,0.582145722,0.20738582,1.152646249
49346,365,1.891437327,0.998750495,not defined,Indoor Stadium,not defined,1,1,2,50,50,,,1.504205116,0.582169317,0.20744625,1.152681769
49347,365,1.696846912,1.079987297,not defined,good,Uneven & Cutting up,1,1,2,50,50,,,1.504206474,0.582181115,0.207476465,1.152687988
49354,365,2.421688483,0.852945584,not defined,good,good,2,1,3,66.66666667,33.33333333,,,1.504318948,0.582263697,0.207687977,1.152749748
49357,365,1.60323248,1.474830526,not defined,good,good,0,1,1,0,100,,,1.504345558,0.582299089,0.207778627,1.152801954
49363,365,2.407339208,0.818710585,not defined,good,Excellent,3,1,4,75,25,,,1.504391844,0.582369874,0.207959933,1.152924104
49606,366,3.830596985,0.397945635,not defined,good,not defined,1,2,3,33.33333333,66.66666667,,,1.507701016,0.585236657,0.21530865,1.155571833
49814,369,1.080665085,1.50718358,not defined,Cold,good,2,0,2,100,0,,,1.510560494,0.587690529,0.221608144,1.157685623
49842,369,1.246092075,1.223703461,not defined,good,Uneven & Cutting up,1,1,2,50,50,,,1.511015725,0.588020858,0.222456819,1.158135524
49872,369,1.263802271,1.180996054,not defined,rainy,Excellent,2,2,4,50,50,,,1.511433033,0.588374782,0.223366292,1.158467691
49927,369,1.029231921,1.27799596,not defined,good,good,1,0,1,100,0,,,1.512379986,0.589023642,0.22503414,1.158982649
49956,369,1.700380708,0.906020307,not defined,good,Uneven & Cutting up,1,1,2,50,50,,,1.512655538,0.589365768,0.225913802,1.159303949
49983,369,1.390187417,0.876903855,not defined,Hot,Arthificial turf,0,2,2,0,100,,,1.513034453,0.5896843,0.226732955,1.159603255
50062,369,1.064471118,1.188856919,not defined,Sun,good,1,1,2,50,50,,,1.514238507,0.590616299,0.229130612,1.160456184
50298,369,1.123774264,0.977927002,not defined,good,good,2,2,4,50,50,,,1.517695451,0.5934005,0.236301144,1.162881773
50341,369,1.260541951,0.991104289,not defined,Hot,good,1,4,5,20,80,,,1.518287831,0.593907791,0.237608937,1.16343553
50382,369,1.078007211,1.074793184,not defined,good,Uneven & Cutting up,1,3,4,25,75,,,1.518918467,0.594391487,0.238856282,1.163975945
50387,369,1.467567393,1.021342707,not defined,good,good,0,1,1,0,100,,,1.518964247,0.594450474,0.239008423,1.16401683
50417,369,1.105530015,1.094359594,not defined,good,Goalmouths affected,1,3,4,25,75,,,1.519489568,0.594804398,0.239921383,1.164363229
50536,369,1.444697871,0.816571094,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.521204406,0.596208296,0.243544769,1.165783181
50542,369,1.384938271,0.674599316,not defined,good,good,0,1,1,0,100,,,1.521289304,0.596279081,0.243727545,1.165863669
50558,369,1.049413001,1.374594723,not defined,good,good,0,1,1,0,100,,,1.521475783,0.59646784,0.244214988,1.166034621
50564,369,1.001698141,1.548519724,not defined,good,good,3,1,4,75,25,,,1.521537366,0.596538625,0.244397794,1.166217959
50601,369,1.305012582,1.135813513,not defined,good,good,1,3,4,25,75,,,1.522292602,0.596975131,0.245525278,1.16672541
50611,369,1.137993836,1.274310115,not defined,good,Arthificial turf,2,1,3,66.66666667,33.33333333,,,1.522439236,0.597093106,0.245830057,1.166863821
50720,369,1.304724175,0.939087454,not defined,good,Slow due to water,1,4,5,20,80,,,1.524004886,0.598379029,0.249153635,1.168233183
50721,369,0.85066163,1.367493638,not defined,good,good,2,2,4,50,50,,,1.524019731,0.598390826,0.249184139,1.168262173
50733,370,0.715975831,2.171213417,not defined,good,good,0,1,1,0,100,,,1.524140558,0.598532396,0.249550208,1.168350086
50738,370,1.193040728,1.377032561,not defined,Hot,not defined,2,2,4,50,50,,,1.524218058,0.598591383,0.249702747,1.168405646
50764,370,1.159095296,1.429777532,not defined,snowy,snowy,3,3,6,50,50,,,1.524554835,0.598898117,0.250496041,1.168727217
50767,370,1.145358651,1.397060994,not defined,good,good,4,3,7,57.14285714,42.85714286,,,1.524591625,0.59893351,0.250587585,1.168749706
50771,370,1.26057701,1.196448492,not defined,Cold,good,1,2,3,33.33333333,66.66666667,,,1.524716685,0.598980699,0.250709647,1.168817865
51029,371,0.93240635,1.39170149,not defined,good,Uneven & Cutting up,2,0,2,100,0,,,1.528803635,0.602024444,0.258590633,1.171847285
51060,371,1.357474364,0.842122572,not defined,good,Excellent,0,1,1,0,100,,,1.529191881,0.602390166,0.259538645,1.172284084
51063,371,1.286771432,1.524059164,not defined,good,Excellent,2,2,4,50,50,,,1.529223226,0.602425558,0.259630401,1.172305963
51064,371,1.680055279,0.781426015,not defined,good,Excellent,0,3,3,0,100,,,1.529223971,0.602437355,0.259660986,1.172313727
51071,371,1.445379811,0.858896843,not defined,good,good,2,1,3,66.66666667,33.33333333,,,1.529354063,0.602519938,0.259875093,1.172378886
51168,371,0.935007031,1.225258648,not defined,Cold,Uneven & Cutting up,1,2,3,33.33333333,66.66666667,,,1.530797096,0.603664291,0.262843226,1.173538943
51193,371,1.457964981,0.940687462,not defined,Hot,Excellent,2,0,2,100,0,,,1.531175634,0.603959228,0.263608583,1.173888904
51228,371,1.414568972,1.168521538,not defined,Cold,not defined,2,0,2,100,0,,,1.531717681,0.604372139,0.264680343,1.174263406
51259,371,1.461837718,1.272633036,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.532118193,0.60473786,0.26562987,1.174589294
51349,371,1.258337546,0.985754557,not defined,Heavy rain,Wet and Fast,2,0,2,100,0,,,1.533573272,0.605799632,0.268387921,1.175633348
51472,371,1.409125918,1.193625536,not defined,rainy,Wet and Fast,1,0,1,100,0,,,1.535131449,0.60725072,0.272160567,1.17730044
51478,371,1.184142065,1.174253551,not defined,good,Excellent,2,1,3,66.66666667,33.33333333,,,1.535237997,0.607321504,0.272344697,1.177426129
51497,371,1.068358515,1.439189674,not defined,Cold,Excellent,0,2,2,0,100,,,1.535590356,0.607545656,0.272927837,1.177574003
51594,371,2.636312434,0.858264856,not defined,Cold,Excellent,2,1,3,66.66666667,33.33333333,,,1.537085008,0.60869001,0.275906371,1.178743526
51650,371,1.695504835,0.960398941,not defined,good,Excellent,0,3,3,0,100,,,1.537935493,0.609350668,0.277627051,1.179585029
51652,371,1.441297049,0.982550969,not defined,Hot,Excellent,0,2,2,0,100,,,1.537946289,0.609374263,0.277688519,1.179588836
51787,371,1.343430202,1.358143604,not defined,Cold,good,0,1,1,0,100,,,1.540055967,0.61096692,0.281840049,1.181452487
51892,371,1.763095378,0.877990351,not defined,Cold,Excellent,3,2,5,60,40,,,1.54176079,0.612205653,0.285072376,1.18248875
51905,371,1.103810975,1.024166467,not defined,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.541922404,0.61235902,0.285472775,1.182697383
51939,371,1.145662716,1.063412113,not defined,Cold,good,1,2,3,33.33333333,66.66666667,,,1.542380249,0.612760134,0.28652019,1.183124194
52020,371,1.313802107,0.8331279,not defined,good,Excellent,0,3,3,0,100,,,1.543546443,0.613715728,0.289016771,1.184197276
52118,371,1.4479308,0.841272113,not defined,good,good,0,1,1,0,100,,,1.54491069,0.61487188,0.292039738,1.185472946
52310,372,1.411375749,0.703489927,not defined,Cold,good,1,2,3,33.33333333,66.66666667,,,1.547698213,0.617136992,0.297970059,1.187788484
52387,372,1.170340943,0.882668724,not defined,good,good,1,2,3,33.33333333,66.66666667,,,1.548853228,0.618045397,0.3003513,1.188708911
52392,372,1.679399754,0.656224192,not defined,Cold,good,0,1,1,0,100,,,1.548908838,0.618104384,0.300505985,1.188735991
52417,372,1.059225395,1.050349298,not defined,good,good,2,2,4,50,50,,,1.549391217,0.61839932,0.301279517,1.189096386
52419,372,0.910605217,1.117497576,not defined,good,Excellent,1,3,4,25,75,,,1.549437662,0.618422915,0.301341407,1.189127712
52431,372,1.820749446,0.571526252,not defined,Hot,good,1,2,3,33.33333333,66.66666667,,,1.549580845,0.618564485,0.301712773,1.189232612
52436,372,1.01417967,0.919304959,not defined,Cold,good,0,2,2,0,100,,,1.549756996,0.618623472,0.301867521,1.189298976
52446,372,1.200423238,0.907869345,not defined,Hot,Arthificial turf,1,1,2,50,50,,,1.549899779,0.618741447,0.30217704,1.189438597
52451,372,1.329293555,0.733337128,not defined,Cold,good,2,1,3,66.66666667,33.33333333,,,1.549914862,0.618800434,0.30233181,1.189488475
52460,372,1.191108267,1.051563334,not defined,good,good,2,2,4,50,50,,,1.550032554,0.618906611,0.302610414,1.189565084
52488,372,1.607646889,0.631776986,not defined,good,good,2,0,2,100,0,,,1.550428928,0.61923694,0.303477332,1.189926281
52495,372,1.331410706,0.878112329,not defined,good,good,2,0,2,100,0,,,1.550535607,0.619319522,0.303694098,1.190009048
52527,372,1.201075687,0.895665843,not defined,Mild,good,3,0,3,100,0,,,1.550990165,0.619697041,0.304685207,1.190286636
52561,372,1.4199224,0.670275585,not defined,good,not defined,0,2,2,0,100,,,1.551368553,0.620098155,0.305738588,1.190773557
52565,372,0.979291415,0.954697487,not defined,Hot,Regular,1,1,2,50,50,,,1.551393242,0.620145345,0.305862538,1.190808138
52566,372,1.166102131,0.966770562,not defined,good,good,1,3,4,25,75,,,1.551393819,0.620157142,0.305893526,1.190816253
52673,372,1.224356495,0.823227394,not defined,rainy,Regular,1,1,2,50,50,,,1.552910788,0.621419471,0.309210958,1.192309357
52768,372,0.866680947,1.237890534,not defined,good,good,0,3,3,0,100,,,1.554254999,0.622540229,0.312159195,1.193407925
52785,372,1.197525853,0.823345978,not defined,windy,good,1,3,4,25,75,,,1.55453555,0.622740786,0.31268706,1.193556635
