,competitionIdx,L1,L2,Attendance,Weather,PitchCondition,GoalsHalf1,GoalsHalf2,sum_goals,half_1_percent,half_2_percent,Unnamed: 11,Unnamed: 12,l1_new,uniformly_spaced_point,quantiles,l2_new
79397,1352,1.336172578,0.835575475,without fans,good,good,0,1,1,0.0,100.0,,,2.343762559,0.936694823,1.527606152,1.910625078
79398,1352,1.950195422,0.536641421,without fans,good,Excellent,3,2,5,60.0,40.0,,,2.343769898,0.9367066209999999,1.527701134,1.9107461190000001
79399,1352,1.061027779,0.888333922,without fans,good,Excellent,1,2,3,33.33333333,66.66666667,,,2.343772518,0.936718418,1.5277961290000002,1.910801194
79400,1352,1.3001973690000002,0.948652505,without fans,good,Excellent,0,1,1,0.0,100.0,,,2.343791474,0.936730216,1.527891139,1.9108184069999998
79401,1352,0.651176117,1.370796968,without fans,Sun,Regular,0,1,1,0.0,100.0,,,2.34380376,0.9367420129999999,1.527986162,1.910938923
79402,1352,0.688618152,1.65206847,without fans,Mild,Regular,2,1,3,66.66666667,33.33333333,,,2.343896639,0.936753811,1.528081199,1.9109431780000001
79403,1352,0.966145684,0.7130556140000001,without fans,Mild,Regular,1,1,2,50.0,50.0,,,2.344039097,0.936765608,1.52817625,1.9110932269999998
79404,1352,1.3660299980000001,0.918485775,without fans,good,good,1,0,1,100.0,0.0,,,2.344120059,0.9367774059999999,1.5282713140000002,1.9111029659999998
79405,1352,0.918812185,1.144901453,without fans,good,Excellent,0,1,1,0.0,100.0,,,2.344225781,0.936789203,1.5283663930000002,1.911105663
79406,1352,0.61263016,1.489835719,without fans,good,good,1,0,1,100.0,0.0,,,2.3442986759999997,0.936801,1.528461485,1.9111218769999998
79407,1352,1.114008619,0.837515957,without fans,good,Excellent,1,1,2,50.0,50.0,,,2.344412567,0.936812798,1.5285565909999999,1.911140558
79408,1352,1.3968168319999998,0.686221201,without fans,Cold,Excellent,2,2,4,50.0,50.0,,,2.3444374,0.936824595,1.528651711,1.9114160619999998
79409,1352,1.956722783,0.5613597570000001,without fans,good,Excellent,0,2,2,0.0,100.0,,,2.344463935,0.936836393,1.528746845,1.9115612219999998
79410,1352,1.929418615,0.596343712,without fans,Cold,good,0,3,3,0.0,100.0,,,2.3445560480000003,0.93684819,1.5288419919999998,1.911586021
79411,1352,1.5190572619999998,0.766644537,without fans,Cold,good,2,0,2,100.0,0.0,,,2.344571632,0.9368599879999999,1.528937154,1.9116189190000001
79412,1352,0.75648192,1.382353849,without fans,good,good,1,0,1,100.0,0.0,,,2.344584878,0.936871785,1.529032329,1.911746835
79413,1352,1.0771891359999999,1.073770833,without fans,good,good,1,5,6,16.66666667,83.33333333,,,2.344588604,0.936883583,1.5291275180000001,1.911832982
79414,1352,1.909061431,0.581912935,without fans,good,good,1,2,3,33.33333333,66.66666667,,,2.344612152,0.93689538,1.529222721,1.91199629
79415,1352,0.7613378540000001,1.317313802,without fans,good,good,0,1,1,0.0,100.0,,,2.3446357069999997,0.936907178,1.5293179380000002,1.9120785169999999
79416,1352,1.84740477,0.702601371,without fans,good,good,0,3,3,0.0,100.0,,,2.344709107,0.936918975,1.5294131690000001,1.912104113
79417,1352,0.866548656,1.267803445,without fans,good,good,0,2,2,0.0,100.0,,,2.344752076,0.9369307720000001,1.529508413,1.912126539
79418,1352,0.6499885999999999,1.5695771090000001,without fans,good,Excellent,0,1,1,0.0,100.0,,,2.344762255,0.93694257,1.529603672,1.912158992
79421,1352,1.377012074,0.702375657,without fans,Cold,Excellent,0,1,1,0.0,100.0,,,2.3450893390000003,0.936977962,1.52988953,1.9122139999999999
79422,1352,1.9770824630000001,0.603618847,without fans,Cold,good,1,3,4,25.0,75.0,,,2.3452013519999997,0.93698976,1.5299848440000001,1.9124088369999999
79424,1352,0.961807979,1.114163484,without fans,Mild,Regular,3,0,3,100.0,0.0,,,2.345454505,0.937013355,1.530175514,1.912519967
79425,1352,1.1399069640000001,0.760413508,without fans,good,Regular,2,1,3,66.66666667,33.33333333,,,2.345518189,0.937025152,1.53027087,1.912563182
79426,1352,1.090934215,0.961528018,without fans,good,good,0,1,1,0.0,100.0,,,2.345520864,0.93703695,1.5303662390000001,1.912598436
79427,1352,2.371291565,0.474900579,without fans,good,good,1,1,2,50.0,50.0,,,2.345552699,0.9370487470000001,1.530461623,1.9126348359999998
79428,1352,1.212404517,0.7391136979999999,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.345603397,0.937060545,1.53055702,1.912699891
79429,1352,1.168200657,1.046616835,without fans,Hot,good,0,2,2,0.0,100.0,,,2.345641028,0.937072342,1.530652432,1.912731331
79430,1352,1.424167881,0.941959777,without fans,good,Excellent,2,1,3,66.66666667,33.33333333,,,2.345661725,0.9370841390000001,1.530747857,1.9130468180000002
79431,1352,1.919224236,0.609897779,without fans,good,good,1,0,1,100.0,0.0,,,2.345711396,0.937095937,1.5308432969999999,1.91323593
79432,1352,1.2930531509999998,1.004521491,without fans,windy,good,1,2,3,33.33333333,66.66666667,,,2.345762992,0.937107734,1.53093875,1.91329399
79433,1352,0.865029279,1.1854224359999999,without fans,good,Excellent,0,1,1,0.0,100.0,,,2.345786795,0.937119532,1.531034217,1.9133112140000001
79435,1352,1.511754861,0.7601435520000001,without fans,good,good,1,1,2,50.0,50.0,,,2.345895245,0.937143127,1.531225193,1.9133235640000001
79436,1352,1.6842891519999998,0.542443284,without fans,Hot,Excellent,2,4,6,33.33333333,66.66666667,,,2.345952116,0.9371549240000001,1.531320702,1.913400961
79437,1352,0.455551982,1.939267419,without fans,good,good,1,1,2,50.0,50.0,,,2.34598715,0.9371667220000001,1.531416225,1.913467307
79438,1352,1.177094759,0.9684341870000001,without fans,good,good,2,2,4,50.0,50.0,,,2.346004225,0.937178519,1.5315117619999998,1.913469224
79439,1352,0.981649863,1.5164910569999999,without fans,good,good,2,0,2,100.0,0.0,,,2.346015054,0.937190317,1.531607313,1.9134867080000002
79440,1352,1.10874846,0.828593858,without fans,good,Excellent,1,1,2,50.0,50.0,,,2.346017008,0.9372021140000001,1.5317028780000002,1.913533532
79441,1352,1.164968206,0.9417079509999999,without fans,good,good,1,6,7,14.28571429,85.71428571,,,2.3460996240000003,0.937213912,1.5317984569999998,1.9135455330000002
79442,1352,1.120871655,0.889580787,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.346101875,0.937225709,1.53189405,1.9135651880000002
79443,1352,1.372674376,0.9658882759999999,without fans,good,good,1,2,3,33.33333333,66.66666667,,,2.346181507,0.9372375059999999,1.5319896569999998,1.913659336
79444,1352,0.99022757,1.450314329,without fans,windy,good,1,4,5,20.0,80.0,,,2.346203118,0.9372493040000001,1.532085278,1.913779687
79445,1352,0.8660465970000001,1.257297619,without fans,Hot,good,2,1,3,66.66666667,33.33333333,,,2.34621439,0.9372611009999999,1.5321809130000001,1.9138843680000002
79446,1352,0.97152399,1.067022811,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.34634484,0.9372728990000001,1.5322765619999998,1.913885818
79447,1352,1.32634348,0.7315005920000001,without fans,good,good,0,1,1,0.0,100.0,,,2.34640918,0.937284696,1.532372225,1.913904326
79448,1352,1.190022541,0.641460371,without fans,good,good,1,4,5,20.0,80.0,,,2.346551093,0.937296494,1.5324679019999998,1.913922892
79449,1352,0.8353252179999999,1.081651838,without fans,good,Uneven & Cutting up,1,0,1,100.0,0.0,,,2.346859709,0.9373082909999999,1.532563594,1.914055088
79450,1352,0.950917772,0.7778145320000001,without fans,Sun,Excellent,1,0,1,100.0,0.0,,,2.347022499,0.9373200890000001,1.532659299,1.914069803
79451,1352,0.9694860670000001,1.01991765,without fans,good,good,1,2,3,33.33333333,66.66666667,,,2.347213145,0.937331886,1.532755018,1.914146014
79452,1352,1.356208745,0.998327926,without fans,good,good,2,5,7,28.57142857,71.42857143,,,2.34724602,0.937343684,1.532850751,1.9142692940000001
79454,1352,1.086068145,0.9045386559999999,without fans,good,good,2,2,4,50.0,50.0,,,2.34752591,0.937367279,1.53304226,1.9145104869999998
79455,1352,1.116944813,0.962360242,without fans,Cold,Excellent,1,1,2,50.0,50.0,,,2.347571938,0.9373790759999999,1.533138035,1.9145773819999998
79456,1352,1.626422732,0.725345837,without fans,good,good,1,3,4,25.0,75.0,,,2.347705029,0.937390873,1.533233824,1.914665256
79457,1352,1.126585205,0.9364446259999999,without fans,Hot,good,0,1,1,0.0,100.0,,,2.3479077669999997,0.937402671,1.5333296280000002,1.914712635
79458,1352,0.534564251,1.751166154,without fans,Cold,Excellent,0,1,1,0.0,100.0,,,2.348025845,0.937414468,1.533425445,1.914715184
79459,1352,0.403620404,1.982617624,without fans,Cold,Excellent,1,3,4,25.0,75.0,,,2.348053732,0.9374262659999999,1.533521277,1.914720886
79460,1352,0.8385457009999999,0.8448710340000001,without fans,good,good,1,1,2,50.0,50.0,,,2.348244229,0.937438063,1.5336171230000002,1.914722747
79461,1352,0.641775868,1.386376544,without fans,good,good,0,2,2,0.0,100.0,,,2.348303558,0.9374498609999999,1.533712983,1.914776986
79462,1352,1.042893138,0.8326088620000001,without fans,good,good,1,0,1,100.0,0.0,,,2.3483579480000003,0.9374616579999999,1.533808857,1.914816953
79463,1352,1.209523034,0.955007917,without fans,Cold,Uneven & Cutting up,1,0,1,100.0,0.0,,,2.348411296,0.937473456,1.533904745,1.9149527080000002
79464,1352,0.6960636,1.879817336,without fans,good,good,1,2,3,33.33333333,66.66666667,,,2.34847433,0.937485253,1.5340006469999998,1.9151494390000001
79465,1352,1.204904303,0.709964522,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.348681914,0.9374970509999999,1.534096563,1.915200695
79466,1352,1.4528248719999999,0.779032115,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.348758468,0.937508848,1.5341924930000002,1.9154346269999998
79467,1352,0.8091263390000001,1.7872781759999998,without fans,Hot,good,3,0,3,100.0,0.0,,,2.348833876,0.937520646,1.5342884380000001,1.9155504
79468,1352,1.175096548,0.8966297759999999,without fans,windy,good,1,0,1,100.0,0.0,,,2.34887508,0.9375324429999999,1.534384397,1.9156532290000001
80065,1386,1.612011771,0.6643677960000001,without fans,Hot,good,2,0,2,100.0,0.0,,,2.403265626,0.944575527,1.5943889519999999,1.962779258
80076,1386,1.228306411,1.162383774,without fans,Hot,Uneven & Cutting up,1,2,3,33.33333333,66.66666667,,,2.40403346,0.9447052990000001,1.59554954,1.963790943
80108,1386,1.2993242059999999,1.6447841280000002,without fans,Hot,good,1,1,2,50.0,50.0,,,2.407814715,0.9450828179999999,1.5989380709999998,1.9662184180000002
80487,1421,2.231780889,0.624448297,without fans,Hot,Excellent,1,0,1,100.0,0.0,,,2.44510456,0.949554056,1.640545057,1.997499549
80568,1421,1.2925008999999998,0.910506058,without fans,good,Regular,0,2,2,0.0,100.0,,,2.4541204519999997,0.95050965,1.649815394,2.0035067619999998
80606,1428,1.196793594,1.3622765909999999,without fans,Light rain,wet,0,1,1,0.0,100.0,,,2.4595538319999997,0.950957954,1.654213739,2.006775026
81128,1541,1.49855826,1.0688200209999998,without fans,good,good,1,0,1,100.0,0.0,,,2.521576515,0.957116229,1.71815941,2.062508677
81133,1541,1.2190356690000002,1.551170727,without fans,Cloudy,Uneven & Cutting up,3,3,6,50.0,50.0,,,2.522252488,0.957175216,1.718806738,2.062946927
81137,1541,1.522982679,1.121799422,without fans,good,good,0,1,1,0.0,100.0,,,2.522685023,0.957222406,1.719325119,2.063091762
81151,1541,0.8761182829999999,1.9877389419999998,without fans,good,good,2,2,4,50.0,50.0,,,2.524446975,0.95738757,1.7211431019999999,2.064878958
81156,1541,1.88413879,0.721722475,without fans,good,good,1,3,4,25.0,75.0,,,2.52493534,0.957446558,1.721793762,2.065622697
81164,1541,2.838329063,0.673661533,without fans,windy,Uneven & Cutting up,2,0,2,100.0,0.0,,,2.5258050180000002,0.957540937,1.722836337,2.066116685
81175,1541,1.712077789,1.069045971,without fans,good,Excellent,1,0,1,100.0,0.0,,,2.5269860140000002,0.9576707090000001,1.7242729430000001,2.067649269
81183,1541,1.9461615490000002,0.988130762,without fans,good,good,1,2,3,33.33333333,66.66666667,,,2.5278589080000002,0.957765089,1.725319986,2.06840839
81189,1541,1.557439582,1.094022738,without fans,good,good,2,0,2,100.0,0.0,,,2.52843089,0.957835874,1.7261065119999999,2.06983996
81216,1541,0.984375395,2.114934395,without fans,rainy,good,2,0,2,100.0,0.0,,,2.533773569,0.958154405,1.7296591590000001,2.074193529
81219,1541,0.833817415,1.7925738690000002,without fans,good,good,2,2,4,50.0,50.0,,,2.534005119,0.9581897979999999,1.7300552480000002,2.074453354
81222,1541,0.98710521,1.9116189190000001,without fans,windy,good,1,2,3,33.33333333,66.66666667,,,2.534453154,0.95822519,1.730451608,2.074801304
81321,1554,0.496735085,3.527244163,without fans,Hot,Excellent,1,4,5,20.0,80.0,,,2.547709927,0.959393139,1.7436867740000002,2.086901332
81392,1578,1.661522289,1.9080971009999999,without fans,Fog,Arthificial turf,0,2,2,0.0,100.0,,,2.559409925,0.960230758,1.753370197,2.096653009
81412,1585,0.7944351740000001,2.877275145,without fans,Cold,Excellent,1,1,2,50.0,50.0,,,2.562661464,0.960466708,1.756127826,2.098820274
81440,1585,1.337005367,1.413150414,without fans,good,Excellent,3,1,4,75.0,25.0,,,2.565835169,0.960797036,1.760011085,2.1031202959999997
81497,1592,2.4466746930000003,0.810339203,without fans,good,good,1,3,4,25.0,75.0,,,2.57447188,0.961469492,1.767999325,2.110833733
81505,1592,1.505979027,2.098499255,without fans,good,Arthificial turf,0,2,2,0.0,100.0,,,2.576049191,0.961563871,1.7691295530000002,2.111710536
81508,1592,1.765493854,1.254672907,without fans,good,Arthificial turf,1,1,2,50.0,50.0,,,2.576721709,0.9615992640000001,1.769553972,2.112012474
81516,1592,1.843124222,1.615404894,without fans,Cold,good,2,1,3,66.66666667,33.33333333,,,2.5773019980000003,0.961693644,1.7706873159999998,2.112994827
81519,1592,2.179458227,1.421446335,without fans,Cold,Arthificial turf,0,1,1,0.0,100.0,,,2.5777891569999998,0.9617290359999999,1.7711129069999998,2.113346957
81523,1592,1.552734693,1.6512282969999998,without fans,good,Arthificial turf,1,2,3,33.33333333,66.66666667,,,2.5783764,0.9617762259999999,1.7716808609999999,2.113885083
81529,1592,1.12118435,1.9763235380000002,without fans,good,good,2,0,2,100.0,0.0,,,2.579320685,0.9618470109999999,1.772533865,2.114573531
81542,1592,1.974208011,1.716838521,without fans,rainy,good,2,1,3,66.66666667,33.33333333,,,2.581539735,0.9620003779999999,1.774386478,2.1165884530000003
81557,1592,2.090096592,1.0523244409999999,without fans,good,Excellent,2,0,2,100.0,0.0,,,2.584582584,0.962177339,1.7765317040000002,2.118398323
81558,1592,2.375896811,0.9197572970000001,without fans,Cold,Arthificial turf,4,0,4,100.0,0.0,,,2.5847638809999998,0.9621891370000001,1.77667501,2.118505094
81560,1592,1.715578118,1.7602067959999999,without fans,Cold,Arthificial turf,2,0,2,100.0,0.0,,,2.585331311,0.962212732,1.776961732,2.118611867
81572,1592,1.664559761,1.516588477,without fans,good,good,0,2,2,0.0,100.0,,,2.586706385,0.962354301,1.7786851369999999,2.120068334
81579,1592,1.6716871430000002,2.035928127,without fans,good,Excellent,1,3,4,25.0,75.0,,,2.587206885,0.962436884,1.779692901,2.120998076
81592,1592,2.694855563,1.111663637,without fans,rainy,Arthificial turf,3,1,4,75.0,25.0,,,2.589145936,0.962590251,1.7815692730000001,2.123157226
81593,1592,1.3841930219999998,1.6433724019999998,without fans,rainy,good,2,0,2,100.0,0.0,,,2.5892195730000003,0.9626020479999999,1.78171387,2.123537336
81601,1592,0.625768181,2.566172842,without fans,good,Arthificial turf,1,0,1,100.0,0.0,,,2.590130808,0.962696428,1.782871984,2.124597612
81604,1592,1.7038495180000002,1.539111805,without fans,good,Arthificial turf,0,1,1,0.0,100.0,,,2.590532413,0.96273182,1.783306894,2.124912104
81610,1592,1.159008367,2.163074698,without fans,Cold,Arthificial turf,1,1,2,50.0,50.0,,,2.591201566,0.962802605,1.7841777269999999,2.125805138
81620,1592,2.101919372,1.0790579740000001,without fans,rainy,Arthificial turf,1,2,3,33.33333333,66.66666667,,,2.592194789,0.962920579,1.78563213,2.127143085
81621,1592,2.100353988,1.34579516,without fans,good,Excellent,0,1,1,0.0,100.0,,,2.592252355,0.962932377,1.7857777780000001,2.127210907
81629,1592,2.137188231,1.51994861,without fans,Cold,Arthificial turf,1,4,5,20.0,80.0,,,2.593986024,0.9630267570000001,1.78694433,2.128092676
81632,1592,1.3729727409999999,2.088589573,without fans,good,Arthificial turf,2,2,4,50.0,50.0,,,2.594417349,0.9630621490000001,1.787382414,2.128697166
81634,1592,1.452468105,1.76072757,without fans,good,Arthificial turf,0,1,1,0.0,100.0,,,2.594683315,0.963085744,1.7876746609999998,2.128869236
81636,1592,2.141155555,1.01166465,without fans,Cold,good,1,1,2,50.0,50.0,,,2.594807491,0.9631093390000001,1.787967061,2.129123001
81639,1592,2.198089831,1.411039985,without fans,windy,Arthificial turf,3,1,4,75.0,25.0,,,2.595024624,0.963144731,1.7884059469999998,2.129491366
81641,1592,1.00089471,2.4897544959999998,without fans,rainy,good,1,0,1,100.0,0.0,,,2.595452051,0.9631683259999999,1.78869873,2.1298542609999997
81653,1592,2.06343308,1.562088364,without fans,Cold,Uneven & Cutting up,3,1,4,75.0,25.0,,,2.59685189,0.9633098959999999,1.7904586530000002,2.131184628
81655,1592,1.814625071,1.614875164,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.597056739,0.963333491,1.7907525130000002,2.131835883
81656,1592,2.9847385010000003,1.342224094,without fans,Cold,good,4,3,7,57.14285714,42.85714286,,,2.597367096,0.963345288,1.790899501,2.1319857669999998
81657,1592,2.0696368030000003,1.239623325,without fans,good,Arthificial turf,0,4,4,0.0,100.0,,,2.597592108,0.9633570859999999,1.791046528,2.132223759
81664,1592,1.0419115540000001,2.371990891,without fans,good,Arthificial turf,3,3,6,50.0,50.0,,,2.598221959,0.9634396679999999,1.7920768009999999,2.133177455
81665,1592,2.683979704,0.855316128,without fans,Heavy rain,Uneven & Cutting up,1,3,4,25.0,75.0,,,2.598277398,0.963451465,1.7922241380000001,2.1331927509999997
81673,1592,1.781408661,1.902772521,without fans,Heavy rain,Arthificial turf,1,3,4,25.0,75.0,,,2.599773886,0.963545845,1.79340424,2.134510456
81683,1592,2.061853674,1.8754949630000002,without fans,Cold,good,3,2,5,60.0,40.0,,,2.6010993819999997,0.96366382,1.794882888,2.13572686
81702,1592,1.447778733,1.971539727,without fans,rainy,Arthificial turf,1,1,2,50.0,50.0,,,2.604362715,0.9638879709999999,1.797703179,2.139212004
81718,1592,1.277612134,2.067649269,without fans,good,Arthificial turf,2,1,3,66.66666667,33.33333333,,,2.606762652,0.9640767309999999,1.800089302,2.141162703
81730,1592,1.671610772,1.6058550969999998,without fans,good,Arthificial turf,3,0,3,100.0,0.0,,,2.609862085,0.9642183000000001,1.801885643,2.142360345
81740,1592,1.9637658219999998,1.587522541,without fans,Cold,Arthificial turf,0,1,1,0.0,100.0,,,2.611447194,0.964336275,1.803387048,2.1439697630000003
81747,1592,1.262783637,2.475745556,without fans,Cold,Arthificial turf,0,2,2,0.0,100.0,,,2.612258888,0.9644188570000001,1.804440455,2.144975246
81754,1592,1.967947624,1.071501635,without fans,windy,Uneven & Cutting up,0,1,1,0.0,100.0,,,2.613078529,0.9645014390000001,1.805495869,2.145591762
81760,1592,2.035718954,1.263699308,without fans,Cold,good,2,2,4,50.0,50.0,,,2.6138135019999997,0.9645722240000001,1.8064021119999998,2.146213035
81766,1592,1.309775664,2.033611224,without fans,Cold,Arthificial turf,2,3,5,40.0,60.0,,,2.614952365,0.9646430090000001,1.8073098419999998,2.146672178
81768,1592,1.894882739,1.449849366,without fans,Cold,Arthificial turf,1,1,2,50.0,50.0,,,2.61523785,0.964666604,1.80761275,2.147089959
81769,1592,1.6865304419999998,2.140223479,without fans,stormy,Arthificial turf,0,2,2,0.0,100.0,,,2.615440043,0.9646784009999999,1.807764266,2.147119204
81781,1592,1.818436713,1.382434908,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.617249065,0.9648199709999999,1.809585704,2.148132592
81794,1592,1.85836423,1.70667565,without fans,good,Arthificial turf,1,2,3,33.33333333,66.66666667,,,2.618854442,0.964973338,1.8115657280000002,2.150638522
81800,1592,2.188680661,1.2676852809999999,without fans,good,Arthificial turf,0,3,3,0.0,100.0,,,2.619853614,0.965044123,1.812481985,2.1513609959999997
81804,1592,1.74443726,1.4176001440000001,without fans,Cold,Arthificial turf,2,6,8,25.0,75.0,,,2.619963874,0.965091312,1.81309367,2.151896973
81825,1592,1.327733346,2.092767449,without fans,good,good,1,2,3,33.33333333,66.66666667,,,2.623750296,0.965339059,1.8163161980000002,2.153932564
81828,1592,1.322536484,1.7426674969999998,without fans,good,Arthificial turf,0,2,2,0.0,100.0,,,2.624356689,0.965374451,1.8167781019999998,2.1542698330000003
81830,1592,2.021775851,1.49173995,without fans,Cold,Arthificial turf,2,3,5,40.0,60.0,,,2.624442087,0.9653980459999999,1.817086253,2.155001834
81836,1592,2.164127197,1.0268566959999998,without fans,good,Excellent,6,1,7,85.71428571,14.28571429,,,2.625418671,0.9654688309999999,1.818011744,2.155640458
81837,1592,0.962411957,2.1510109369999997,without fans,snowy,snowy,3,1,4,75.0,25.0,,,2.625616672,0.9654806290000001,1.818166144,2.1557497530000003
81845,1592,1.9170924230000002,1.4276638019999999,without fans,Cold,Excellent,3,1,4,75.0,25.0,,,2.626616434,0.965575008,1.819402907,2.1569941619999997
81866,1592,1.349777107,2.248053571,without fans,stormy,Arthificial turf,0,2,2,0.0,100.0,,,2.629499647,0.965822755,1.822662719,2.159860905
81876,1592,2.7076807830000003,0.8458990190000001,without fans,High Wind,Arthificial turf,1,2,3,33.33333333,66.66666667,,,2.630387312,0.96594073,1.824221841,2.161787429
81878,1592,2.0176360140000003,1.593472658,without fans,good,Arthificial turf,0,1,1,0.0,100.0,,,2.630495348,0.9659643240000001,1.8245341990000001,2.162220479
81882,1592,1.204199392,1.9756002259999998,without fans,good,Arthificial turf,1,2,3,33.33333333,66.66666667,,,2.631132023,0.9660115140000001,1.8251594480000002,2.162878861
81883,1592,2.298061817,1.139338517,without fans,rainy,Arthificial turf,2,3,5,40.0,60.0,,,2.631301171,0.966023312,1.8253158719999998,2.162974386
81895,1592,2.357794808,0.951833963,without fans,good,Uneven & Cutting up,2,2,4,50.0,50.0,,,2.6326854180000003,0.966164881,1.8271964509999998,2.163997215
81906,1592,2.567533538,0.8651367670000001,without fans,Cold,Arthificial turf,0,3,3,0.0,100.0,,,2.635132457,0.966294653,1.82892601,2.165356561
81915,1592,3.3411991289999996,0.662598595,without fans,good,Uneven & Cutting up,1,0,1,100.0,0.0,,,2.636062339,0.966400831,1.830345184,2.166683609
81916,1592,1.5668705219999999,2.450241052,without fans,Cold,Arthificial turf,1,1,2,50.0,50.0,,,2.636090581,0.9664126279999999,1.830503098,2.166906173
81919,1592,2.015667908,1.335838973,without fans,good,Excellent,1,2,3,33.33333333,66.66666667,,,2.636312434,0.96644802,1.830977113,2.167489104
81924,1592,1.5798184080000002,1.84035535,without fans,good,Arthificial turf,1,3,4,25.0,75.0,,,2.636906336,0.966507008,1.831768054,2.168825722
81932,1592,1.212777381,1.7975739290000001,without fans,good,Arthificial turf,1,2,3,33.33333333,66.66666667,,,2.639247203,0.966601387,1.833035949,2.169839584
81935,1592,0.9909397959999999,2.4357950969999997,without fans,Cold,Arthificial turf,1,0,1,100.0,0.0,,,2.64000362,0.96663678,1.83351217,2.170128678
81953,1592,2.981499985,1.020917842,without fans,rainy,Wet and Fast,1,3,4,25.0,75.0,,,2.642882447,0.966849134,1.836378265,2.172690811
81956,1592,2.651496154,0.7362462759999999,without fans,good,Excellent,2,3,5,40.0,60.0,,,2.643449979,0.966884526,1.8368574169999998,2.173388451
81957,1592,1.165266346,2.266767075,without fans,good,Excellent,1,3,4,25.0,75.0,,,2.643571003,0.966896324,1.8370172280000001,2.1735377419999997
81959,1592,1.858004706,1.575902173,without fans,good,Arthificial turf,0,2,2,0.0,100.0,,,2.643730819,0.9669199190000001,1.837336991,2.173897732
81987,1603,1.588665003,1.288980872,without fans,Cold,Wet and Fast,1,3,4,25.0,75.0,,,2.648497726,0.9672502479999999,1.8418335259999998,2.1779011
82046,1605,1.503539314,0.9450482,without fans,good,good,1,0,1,100.0,0.0,,,2.656602016,0.967946298,1.851432173,2.1913642369999997
82047,1605,0.9726553809999999,3.2054500360000002,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.656655904,0.967958095,1.851596339,2.19143906
82119,1610,1.329314485,1.201344248,without fans,Hot,good,1,0,1,100.0,0.0,,,2.66709846,0.968807513,1.8635496440000001,2.2029762319999997
82710,1667,1.622389655,0.8566694340000001,without fans,good,good,2,1,3,66.66666667,33.33333333,,,2.7892274660000003,0.9757798120000001,1.973484616,2.327620621
82714,1667,1.7188828919999999,0.984662542,without fans,Cold,good,1,3,4,25.0,75.0,,,2.7902219589999997,0.975827002,1.974314476,2.3288386290000003
82849,1704,1.105536295,1.8136286330000002,without fans,good,Excellent,2,1,3,66.66666667,33.33333333,,,2.828214133,0.977419659,2.003154745,2.356212927
82869,1709,1.619680211,1.495603251,without fans,windy,good,1,1,2,50.0,50.0,,,2.83231427,0.977655609,2.007572089,2.362252549
82870,1709,1.536803254,1.388268923,without fans,good,good,2,2,4,50.0,50.0,,,2.832473689,0.9776674059999999,2.007793987,2.362318069
82871,1709,1.478352897,1.208324707,without fans,windy,good,2,1,3,66.66666667,33.33333333,,,2.8324802510000002,0.977679203,2.008015984,2.362350152
82924,1732,1.83605462,1.4670864890000002,without fans,good,Arthificial turf,3,1,4,75.0,25.0,,,2.846259432,0.978304469,2.019926016,2.3742842680000003
82930,1732,2.569409447,1.148758108,without fans,good,Arthificial turf,1,4,5,20.0,80.0,,,2.847215277,0.978375254,2.021292523,2.375885953
82933,1732,2.189925878,1.4037907680000001,without fans,Cold,Arthificial turf,1,0,1,100.0,0.0,,,2.84833022,0.9784106459999999,2.021977194,2.3769998759999997
82964,1748,1.98987521,1.5158203780000001,without fans,windy,Uneven & Cutting up,1,0,1,100.0,0.0,,,2.857667528,0.978776367,2.029108254,2.384719896
82966,1748,1.6680344230000002,1.3763911919999998,without fans,windy,Wet and Fast,0,1,1,0.0,100.0,,,2.858613609,0.9787999620000001,2.029571882,2.3848843680000003
82968,1748,1.4965176880000002,2.279703329,without fans,Hot,Excellent,3,2,5,60.0,40.0,,,2.858897003,0.978823557,2.030035945,2.385099896
82978,1748,1.0892104999999999,2.575817965,without fans,windy,good,1,1,2,50.0,50.0,,,2.860396353,0.978941532,2.032362847,2.388748681
82983,1748,1.5760443530000001,1.490665637,without fans,windy,good,2,1,3,66.66666667,33.33333333,,,2.86157043,0.9790005190000001,2.033530436,2.390648751
83430,1950,1.43763653,0.61726603,without fans,windy,Uneven & Cutting up,2,1,3,66.66666667,33.33333333,,,3.0,0.9842739840000001,2.151306298,2.534686648
83441,1950,1.074696761,1.3503945919999998,without fans,good,Uneven & Cutting up,1,1,2,50.0,50.0,,,3.0021472260000004,0.984403756,2.1546084480000003,2.540976192
83558,1978,2.495685848,0.897953755,without fans,Cold,Arthificial turf,4,3,7,57.14285714,42.85714286,,,3.046557931,0.9857840590000001,2.19127523,2.586452039
84103,1992,1.283538575,1.407696695,without fans,Sun,good,0,2,2,0.0,100.0,,,3.357500794,0.992213676,2.4187801540000002,2.890968874
84205,2077,1.619500881,1.634214267,without fans,good,good,0,3,3,0.0,100.0,,,3.451382554,0.9934170170000001,2.479248165,2.9870664469999997
