,competitionIdx,L1,L2,Attendance,Weather,PitchCondition,GoalsHalf1,GoalsHalf2,sum_goals,half_1_percent,half_2_percent,Unnamed: 11,Unnamed: 12,l1_new,uniformly_spaced_point,quantiles,l2_new
782,15,1.4180714140000001,0.978879225,without fans,Cold,good,1,1,2,50.0,50.0,,,0.576790061,0.009237412,-2.355961664,0.43835309200000006
951,15,1.192459359,0.9978956059999999,without fans,Cold,good,1,0,1,100.0,0.0,,,0.601400611,0.011231183,-2.282457124,0.45631762200000003
989,15,1.522448359,0.8297987440000001,without fans,good,Excellent,0,5,5,0.0,100.0,,,0.606472895,0.011679486999999999,-2.267511894,0.46004816299999995
1147,15,1.204791017,0.967985491,without fans,good,good,1,1,2,50.0,50.0,,,0.627117895,0.013543485,-2.210262193,0.47385097600000003
1189,15,1.590085854,0.89625157,without fans,Cold,good,1,3,4,25.0,75.0,,,0.632059013,0.014038978999999998,-2.19619544,0.47682804
1752,16,1.778303196,0.8063332440000001,without fans,good,Excellent,3,2,5,60.0,40.0,,,0.6863095709999999,0.020680949,-2.0398838169999998,0.513417247
1764,16,2.3085990659999998,0.638894922,without fans,good,good,2,1,3,66.66666667,33.33333333,,,0.68727266,0.020822518999999998,-2.037049937,0.514028279
1940,17,1.328281421,0.930415515,without fans,good,good,1,3,4,25.0,75.0,,,0.702176499,0.022898872,-1.997252649,0.523996736
1973,17,1.944365895,0.495719309,without fans,good,Wet and Fast,2,1,3,66.66666667,33.33333333,,,0.7045435720000001,0.023288187999999998,-1.99013218,0.525716239
1978,17,1.261834738,0.815516971,without fans,good,Excellent,1,0,1,100.0,0.0,,,0.704827267,0.023347176,-1.9890620780000001,0.52596493
2053,17,1.77015958,0.745926706,without fans,good,Excellent,1,1,2,50.0,50.0,,,0.710836317,0.024231985,-1.9732773630000002,0.529525269
2150,24,2.187500311,0.733846509,without fans,Mild,wet,1,0,1,100.0,0.0,,,0.7182011429999999,0.025376338999999998,-1.953565044,0.534427347
2172,24,1.8223491630000002,0.745746338,without fans,good,good,0,3,3,0.0,100.0,,,0.719119437,0.025635882999999998,-1.9491981459999999,0.535376109
2342,26,0.45792219100000003,2.8769470889999997,without fans,good,Excellent,2,1,3,66.66666667,33.33333333,,,0.7318602740000001,0.027641452,-1.916646132,0.54198877
2616,40,1.7886322209999999,1.4923588209999998,without fans,good,good,4,3,7,57.14285714,42.85714286,,,0.749304821,0.030873956,-1.8681015909999998,0.552807229
2617,40,1.4,1.1,without fans,Cold,Arthificial turf,1,2,3,33.33333333,66.66666667,,,0.7493189029999999,0.030885753,-1.867932309,0.552921373
2621,40,2.172638998,0.792125269,without fans,Hot,good,1,0,1,100.0,0.0,,,0.749627467,0.030932942999999997,-1.867255715,0.5532161720000001
2683,40,1.296264659,1.472542239,without fans,windy,Arthificial turf,1,1,2,50.0,50.0,,,0.7534774909999999,0.031664386,-1.856876184,0.556205453
2697,40,1.9749133030000001,0.97124082,without fans,good,Uneven & Cutting up,1,2,3,33.33333333,66.66666667,,,0.7550942429999999,0.03182955,-1.854559888,0.556737777
2701,40,1.3747018469999999,1.300317856,without fans,Hot,good,0,3,3,0.0,100.0,,,0.7553640770000001,0.03187674,-1.853899914,0.556886277
2719,40,1.189302068,1.621773065,without fans,Cloudy,good,2,0,2,100.0,0.0,,,0.75667559,0.032089094,-1.850939976,0.557614409
2732,40,1.8854175380000002,1.211931316,without fans,rainy,Excellent,1,0,1,100.0,0.0,,,0.757249437,0.032242461,-1.848812285,0.558132539
2751,40,1.069856105,1.9018719219999998,without fans,good,good,1,1,2,50.0,50.0,,,0.758164304,0.032466613,-1.8457175590000001,0.558734477
2755,40,1.836848386,1.131809685,without fans,good,good,2,3,5,40.0,60.0,,,0.758391137,0.032513803,-1.845068285,0.5587767579999999
2797,40,1.5242742230000002,1.3845392380000001,without fans,windy,good,1,1,2,50.0,50.0,,,0.761435614,0.033009296,-1.838297408,0.5608787789999999
2803,40,1.88105621,0.831597705,without fans,Hot,good,0,3,3,0.0,100.0,,,0.761649054,0.033080081000000004,-1.837336991,0.561133248
2816,40,1.508138112,1.171928098,without fans,Hot,Excellent,2,0,2,100.0,0.0,,,0.762508813,0.033233448,-1.83526188,0.5616409760000001
2863,40,1.52556516,1.2769250540000001,without fans,good,good,0,2,2,0.0,100.0,,,0.765162663,0.033787929,-1.8278247490000001,0.563495434
2934,40,2.133455609,0.877984254,without fans,Cold,good,1,1,2,50.0,50.0,,,0.7692517440000001,0.034625549,-1.8167781019999998,0.5661648429999999
2941,40,1.676462761,1.111577622,without fans,Cold,Arthificial turf,3,1,4,75.0,25.0,,,0.769659395,0.034708131,-1.815700928,0.566417262
2973,40,2.040508062,0.732492386,without fans,good,Excellent,2,0,2,100.0,0.0,,,0.771587525,0.03508565,-1.81080334,0.567497949
2985,40,1.392091485,1.257065286,without fans,good,good,3,3,6,50.0,50.0,,,0.772306802,0.035227219,-1.8089778909999998,0.56803528
3014,40,1.087781066,1.3585481190000002,without fans,Hot,good,3,1,4,75.0,25.0,,,0.7736446109999999,0.035569345,-1.804591105,0.5689563129999999
3085,40,1.7110092540000001,1.106667114,without fans,Cold,Arthificial turf,0,3,3,0.0,100.0,,,0.778060104,0.036406965,-1.7939952280000002,0.572206969
3089,40,1.0,1.0,without fans,good,good,2,2,4,50.0,50.0,,,0.778198465,0.036454155,-1.79340424,0.572365774
3100,40,1.307234485,1.266396649,without fans,rainy,Wet and Fast,2,2,4,50.0,50.0,,,0.779042135,0.036583927,-1.791782243,0.5726906039999999
3136,40,1.2840775,1.463386206,without fans,Hot,good,0,1,1,0.0,100.0,,,0.780811611,0.037008636,-1.7865065880000002,0.57387795
3153,40,1.349094025,1.409614226,without fans,good,good,2,2,4,50.0,50.0,,,0.781629748,0.037209193,-1.784032495,0.574510194
3179,40,1.104282378,2.282240222,without fans,Mild,Excellent,1,0,1,100.0,0.0,,,0.783624985,0.037515927000000004,-1.780269579,0.5754000429999999
3180,40,1.569064051,1.208341898,without fans,good,Regular,1,1,2,50.0,50.0,,,0.783671305,0.037527724,-1.7801253540000002,0.575435511
3227,40,0.78356803,1.99997886,without fans,Cold,good,0,1,1,0.0,100.0,,,0.785613737,0.038082205,-1.773388161,0.5770188239999999
3258,40,1.332458597,0.926167727,without fans,good,good,3,0,3,100.0,0.0,,,0.787147137,0.038447926,-1.7689881509999998,0.5782768770000001
3264,40,1.18510297,1.774027588,without fans,rainy,good,1,0,1,100.0,0.0,,,0.78751393,0.038518711000000004,-1.76814048,0.578496795
3265,40,2.651928931,1.1216853709999999,without fans,Cold,Arthificial turf,0,3,3,0.0,100.0,,,0.7875737540000001,0.038530508,-1.767999325,0.578539234
3370,40,1.848870007,0.910669822,without fans,Cold,good,0,1,1,0.0,100.0,,,0.79214253,0.039769242,-1.753370197,0.582056079
3407,40,1.640489986,1.049220573,without fans,Hot,Excellent,1,1,2,50.0,50.0,,,0.793643051,0.040205748,-1.748303454,0.583469829
3456,40,0.8921487029999999,1.9460763280000002,without fans,good,Excellent,8,0,8,100.0,0.0,,,0.795704084,0.040783823,-1.741661765,0.584858116
3494,40,1.5732521119999998,1.1946349840000001,without fans,Cold,good,0,1,1,0.0,100.0,,,0.796941056,0.041232127,-1.736563461,0.586061332
3496,40,1.433348404,1.480269765,without fans,good,good,3,0,3,100.0,0.0,,,0.7971036570000001,0.041255722,-1.736296377,0.586139611
3512,40,1.4149854219999998,1.520989881,without fans,good,good,0,4,4,0.0,100.0,,,0.79790606,0.041444481,-1.734164148,0.586662627
3579,40,2.869435403,0.711859198,without fans,windy,good,1,1,2,50.0,50.0,,,0.801256865,0.04223491099999999,-1.725319986,0.589007162
3581,40,1.783018519,1.295986059,without fans,Cold,Arthificial turf,2,0,2,100.0,0.0,,,0.801427459,0.042258505999999994,-1.7250580480000002,0.589080819
3628,40,1.661771401,1.015342073,without fans,good,Excellent,0,2,2,0.0,100.0,,,0.803865662,0.042812987000000004,-1.71893629,0.590570469
3655,40,1.380799625,1.227310295,without fans,Hot,good,0,1,1,0.0,100.0,,,0.805044313,0.043131518,-1.715448465,0.59134437
3662,40,1.639791939,1.026748228,without fans,good,good,1,2,3,33.33333333,66.66666667,,,0.8052389190000001,0.0432141,-1.7145476119999998,0.591543099
3681,40,1.5,1.5,without fans,Hot,Excellent,3,1,4,75.0,25.0,,,0.8061219620000001,0.043438252000000004,-1.7121094280000002,0.592245516
3686,40,1.923675135,1.014911409,without fans,good,good,2,0,2,100.0,0.0,,,0.806344725,0.04349723900000001,-1.71146949,0.592477303
3744,40,2.613424926,0.969615555,without fans,Cold,good,1,0,1,100.0,0.0,,,0.8098006879999999,0.044181492,-1.7040969080000001,0.59393316
3842,40,1.6508639809999999,1.10209293,without fans,good,Excellent,1,0,1,100.0,0.0,,,0.8144815990000001,0.045337643,-1.691846281,0.597559281
3899,40,1.899811643,1.08107136,without fans,good,good,2,0,2,100.0,0.0,,,0.8172061740000001,0.046010099000000006,-1.684836103,0.599253811
3951,40,1.770624247,1.369512567,without fans,good,Arthificial turf,0,1,1,0.0,100.0,,,0.819445268,0.046623567000000005,-1.67851229,0.600683405
3961,40,1.658779777,1.322221024,without fans,Cold,Arthificial turf,1,3,4,25.0,75.0,,,0.8199242959999999,0.046741541,-1.677303838,0.601040296
4035,40,1.53250887,1.410126906,without fans,Cold,Arthificial turf,1,4,5,20.0,80.0,,,0.823556979,0.047614553,-1.668436505,0.6031291
4064,40,1.5968443209999998,1.232949361,without fans,Cold,Arthificial turf,0,2,2,0.0,100.0,,,0.82472428,0.04795668,-1.6649969740000001,0.603994713
4094,40,1.3840674069999999,1.721446821,without fans,Hot,good,0,2,2,0.0,100.0,,,0.826199028,0.04831060400000001,-1.661459447,0.605166184
4183,40,1.9413242030000002,0.843620968,without fans,Hot,Excellent,1,1,2,50.0,50.0,,,0.8302868170000001,0.049360577999999995,-1.6510853159999999,0.608080394
4193,40,1.971595419,1.16971247,without fans,good,good,2,2,4,50.0,50.0,,,0.830891825,0.049478552,-1.649930731,0.608287355
4196,40,1.659255647,1.199273609,without fans,Hot,good,0,2,2,0.0,100.0,,,0.830994158,0.049513945,-1.649584784,0.6085159379999999
4202,40,3.047740876,0.974222681,without fans,High Wind,good,1,3,4,25.0,75.0,,,0.831091455,0.049584729,-1.6488934819999999,0.608671732
4251,40,0.55926897,2.847277678,without fans,Cold,good,3,0,3,100.0,0.0,,,0.8326162159999999,0.050162805,-1.64327712,0.610128671
4291,40,1.224418435,1.4628464330000002,without fans,Hot,good,2,0,2,100.0,0.0,,,0.834158834,0.050634702999999996,-1.6387304630000001,0.61105308
4296,40,1.248692317,1.5697704019999998,without fans,good,Excellent,1,2,3,33.33333333,66.66666667,,,0.83436752,0.050693691,-1.638164507,0.611130088
4318,40,2.154420481,0.991112436,without fans,good,Excellent,2,0,2,100.0,0.0,,,0.835095052,0.050953235,-1.6356805140000001,0.611564393
4336,40,2.236503003,0.8554405359999999,without fans,windy,Arthificial turf,0,1,1,0.0,100.0,,,0.836111686,0.051165589000000004,-1.633655637,0.612170939
4353,40,1.448783395,1.345369627,without fans,good,good,1,0,1,100.0,0.0,,,0.836651842,0.051366145999999994,-1.6317493840000001,0.612594712
4394,40,1.631803434,1.428823111,without fans,Cold,Arthificial turf,3,2,5,60.0,40.0,,,0.8383748329999999,0.051849842,-1.6271761869999999,0.614026426
4396,40,2.114458395,1.019856731,without fans,good,good,3,1,4,75.0,25.0,,,0.838435597,0.051873437,-1.6269539730000002,0.614095359
4407,40,1.898176048,1.021865445,without fans,good,good,2,1,3,66.66666667,33.33333333,,,0.8389175809999999,0.052003209,-1.62573323,0.614616071
4455,40,1.4530396490000002,1.165188221,without fans,good,good,2,3,5,40.0,60.0,,,0.8408843420000001,0.052569487000000005,-1.6204344990000001,0.616240617
4473,40,1.978850901,0.757932956,without fans,Hot,good,3,0,3,100.0,0.0,,,0.841644803,0.052781840999999996,-1.618459154,0.616799
4498,40,1.187326393,2.1047927630000003,without fans,Cloudy,good,2,2,4,50.0,50.0,,,0.842701068,0.053076778,-1.6157260519999999,0.6174584120000001
4572,40,1.463143922,1.222035419,without fans,good,good,1,2,3,33.33333333,66.66666667,,,0.846138475,0.05394979,-1.607706018,0.619640497
4593,40,1.32676884,1.5741369230000002,without fans,good,good,1,3,4,25.0,75.0,,,0.846926376,0.054197537000000004,-1.605448795,0.6202670370000001
4597,40,2.380093638,0.8889813440000001,without fans,windy,Uneven & Cutting up,1,2,3,33.33333333,66.66666667,,,0.846957623,0.054244727,-1.605019774,0.620535353
4599,40,0.930268305,1.783382518,without fans,Cold,Arthificial turf,1,0,1,100.0,0.0,,,0.847051413,0.054268320999999994,-1.6048053740000001,0.620572434
4632,40,1.5208030030000002,1.19306522,without fans,good,Excellent,1,2,3,33.33333333,66.66666667,,,0.848565575,0.054657638,-1.60127838,0.621385603
4640,40,1.5461243969999998,1.394277613,without fans,Cold,Arthificial turf,2,2,4,50.0,50.0,,,0.84884889,0.054752017,-1.6004263440000002,0.621552069
4645,40,1.0395114890000001,2.43368626,without fans,good,good,4,2,6,66.66666667,33.33333333,,,0.848991374,0.054811005,-1.599894411,0.621614405
4648,40,1.323985494,1.6974688869999999,without fans,Sun,good,0,3,3,0.0,100.0,,,0.8490732129999999,0.054846397000000005,-1.5995754690000001,0.621655892
4702,40,0.905211917,1.4459348159999998,without fans,good,good,1,2,3,33.33333333,66.66666667,,,0.85108303,0.05548346,-1.5938621219999998,0.62298018
4726,40,0.827499869,3.03092048,without fans,good,Excellent,2,3,5,40.0,60.0,,,0.852125127,0.05576659900000001,-1.5913394719999998,0.623714694
4754,40,0.846307859,2.3103180009999997,without fans,Mild,Excellent,1,2,3,33.33333333,66.66666667,,,0.8530605370000001,0.056096928,-1.5884091230000001,0.624207184
4769,40,1.7922680519999998,0.976403768,without fans,Cold,good,0,2,2,0.0,100.0,,,0.853716868,0.05627389,-1.5868448869999998,0.624589595
4771,40,2.460025753,0.767879222,without fans,snowy,snowy,1,2,3,33.33333333,66.66666667,,,0.8538656020000001,0.056297485,-1.586636615,0.624642977
4817,40,2.077462105,1.00540798,without fans,stormy,Wet and Fast,2,0,2,100.0,0.0,,,0.85634137,0.056840167999999996,-1.5818652469999999,0.62604842
4837,40,1.4297465569999999,1.26021932,without fans,good,good,0,2,2,0.0,100.0,,,0.857050395,0.057076117,-1.579801926,0.626551901
4841,40,1.931840177,1.000774426,without fans,good,good,0,1,1,0.0,100.0,,,0.857152635,0.057123307000000005,-1.5793900680000001,0.626580624
4846,40,1.627733839,1.237213739,without fans,Light Wind,Arthificial turf,1,6,7,14.28571429,85.71428571,,,0.857293547,0.057182294,-1.578875622,0.626671833
4847,40,1.305294318,1.6376945980000002,without fans,Cold,Arthificial turf,1,1,2,50.0,50.0,,,0.8573776479999999,0.057194092,-1.578772782,0.626679192
4860,40,2.053711147,1.163430021,without fans,Cold,Arthificial turf,0,3,3,0.0,100.0,,,0.8578437529999999,0.057347459,-1.577437391,0.627012639
4895,40,1.4204945969999998,1.32827134,without fans,windy,good,1,2,3,33.33333333,66.66666667,,,0.859247503,0.05776037,-1.573856018,0.6278627689999999
4902,40,1.3547280119999998,1.5017459119999998,without fans,Light rain,Wet and Fast,2,2,4,50.0,50.0,,,0.859573813,0.057842952,-1.573142161,0.6280585989999999
4912,40,1.969944549,0.9073626690000001,without fans,rainy,good,1,0,1,100.0,0.0,,,0.859876035,0.057960927,-1.5721237540000002,0.628306603
4930,40,1.736315429,1.058035025,without fans,Cloudy,Regular,1,1,2,50.0,50.0,,,0.860729126,0.05817328099999999,-1.570294719,0.628718394
4965,40,0.949551833,1.949828598,without fans,Cold,Arthificial turf,1,2,3,33.33333333,66.66666667,,,0.8623417520000001,0.058586192,-1.566753225,0.6296168000000001
4994,40,1.4498160430000002,1.306578606,without fans,good,good,2,1,3,66.66666667,33.33333333,,,0.8631421979999999,0.05892831900000001,-1.56383366,0.630148038
5074,40,1.807455112,0.865164443,without fans,good,good,4,3,7,57.14285714,42.85714286,,,0.8656691040000001,0.059872115999999996,-1.5558480419999998,0.6321255170000001
5127,40,1.274909069,1.4484756019999998,without fans,good,good,2,1,3,66.66666667,33.33333333,,,0.8675644459999999,0.060497380999999996,-1.5506117190000002,0.633367527
5175,40,1.9168789819999998,1.107779894,without fans,Cloudy,good,2,1,3,66.66666667,33.33333333,,,0.869122457,0.061063659000000006,-1.545905806,0.63431104
5240,40,2.051304615,0.8554999759999999,without fans,good,good,2,1,3,66.66666667,33.33333333,,,0.871419527,0.06183049400000001,-1.539587279,0.635858965
5255,40,2.08,1.1159999999999999,without fans,Cold,Arthificial turf,1,1,2,50.0,50.0,,,0.872188535,0.062007455999999996,-1.538137855,0.636367244
5285,40,1.50938365,1.33834176,without fans,Cold,good,1,2,3,33.33333333,66.66666667,,,0.872937628,0.06236138,-1.535248661,0.6371790039999999
5305,40,1.160617051,1.73410493,without fans,Cold,Arthificial turf,0,1,1,0.0,100.0,,,0.873594471,0.06259732900000001,-1.5333296280000002,0.637728014
5335,40,1.531180705,1.477499895,without fans,Cloudy,good,0,1,1,0.0,100.0,,,0.874603287,0.062951253,-1.530461623,0.638312903
5336,40,1.2433210559999999,1.4684340280000001,without fans,Cloudy,good,4,1,5,80.0,20.0,,,0.8746111999999999,0.06296305,-1.5303662390000001,0.638351198
5338,40,2.020728615,0.9925681959999999,without fans,Cold,Arthificial turf,2,0,2,100.0,0.0,,,0.874628407,0.062986645,-1.530175514,0.638456606
5339,40,1.966307072,0.913679241,without fans,Sun,Excellent,1,1,2,50.0,50.0,,,0.874752577,0.062998443,-1.530080172,0.6384657779999999
5348,40,1.8678697930000001,1.054475562,without fans,good,good,2,2,4,50.0,50.0,,,0.8748941159999999,0.06310462,-1.529222721,0.638642833
5360,40,1.5551992730000002,1.219011537,without fans,good,Excellent,0,1,1,0.0,100.0,,,0.8753279909999999,0.06324618900000001,-1.528081199,0.638938667
5392,40,2.1450525330000003,1.099088077,without fans,Hot,good,1,3,4,25.0,75.0,,,0.8763057059999999,0.063623708,-1.525046835,0.639947147
5416,40,2.238102636,1.03830682,without fans,Sun,Excellent,1,1,2,50.0,50.0,,,0.877148568,0.063906847,-1.5227802430000001,0.640564394
5417,40,1.500665874,1.324330903,without fans,Cold,Arthificial turf,4,4,8,50.0,50.0,,,0.877166221,0.063918645,-1.522685971,0.640568033
5418,40,1.9143651330000002,1.099651282,without fans,good,good,4,1,5,80.0,20.0,,,0.877212338,0.063930442,-1.5225917130000002,0.640586298
5427,40,1.274181938,1.5730489509999999,without fans,Cold,good,1,3,4,25.0,75.0,,,0.877354585,0.064036619,-1.521743998,0.64080398
5435,40,1.1721420329999999,1.3244225379999999,without fans,rainy,Wet and Fast,0,2,2,0.0,100.0,,,0.87774423,0.06413099900000001,-1.52099139,0.640883973
5481,40,1.3544978859999999,1.511385711,without fans,windy,good,3,0,3,100.0,0.0,,,0.879669156,0.064673682,-1.516680522,0.641884637
5527,40,1.088505826,1.9027398759999998,without fans,Sun,good,1,0,1,100.0,0.0,,,0.8810687779999999,0.065216365,-1.5123976559999999,0.642709237
5594,40,0.3992152,2.546355244,without fans,Cold,Wet and Fast,4,3,7,57.14285714,42.85714286,,,0.882945648,0.066006795,-1.506208763,0.644639297
5656,40,2.16412616,1.233439588,without fans,Light Wind,Arthificial turf,0,4,4,0.0,100.0,,,0.885068608,0.06673823799999999,-1.500532676,0.6461195820000001
5688,40,1.4996296,1.494822298,without fans,Light Wind,good,0,3,3,0.0,100.0,,,0.8863817540000001,0.067115757,-1.497621901,0.646775058
5729,40,0.891125334,1.957515624,without fans,good,good,2,2,4,50.0,50.0,,,0.88758267,0.067599453,-1.493910915,0.647586051
5772,40,1.052988772,1.942075031,without fans,rainy,Wet and Fast,3,2,5,60.0,40.0,,,0.888833627,0.068106743,-1.490040882,0.648626085
5781,40,1.3739735180000001,1.34483742,without fans,Cold,Arthificial turf,2,2,4,50.0,50.0,,,0.889228191,0.068212921,-1.4892336940000002,0.648811661
5801,40,1.277360271,1.431332923,without fans,rainy,good,1,0,1,100.0,0.0,,,0.889956757,0.06844887,-1.4874434069999998,0.649276654
5840,40,1.809785301,1.313611262,without fans,Cloudy,Excellent,4,1,5,80.0,20.0,,,0.891512422,0.068908971,-1.4839659969999999,0.650098391
5843,40,1.266709917,1.533021498,without fans,Sun,Arthificial turf,1,3,4,25.0,75.0,,,0.891617985,0.068944363,-1.483699246,0.650176175
5844,40,1.586542451,1.278593162,without fans,Cold,Arthificial turf,1,2,3,33.33333333,66.66666667,,,0.8916186359999999,0.068956161,-1.4836103530000002,0.650197403
5857,40,3.9360000000000004,0.7559999999999999,without fans,Cold,Arthificial turf,1,2,3,33.33333333,66.66666667,,,0.892105037,0.069109528,-1.4824558030000001,0.6503781120000001
5883,40,1.70804566,1.281490536,without fans,good,good,0,2,2,0.0,100.0,,,0.892941535,0.069416262,-1.4801526130000002,0.651182224
5887,40,1.104330456,2.001654526,without fans,good,good,3,0,3,100.0,0.0,,,0.893047457,0.069463451,-1.479798973,0.6513421220000001
5920,40,1.042328404,1.57233534,without fans,Hot,good,1,1,2,50.0,50.0,,,0.893867339,0.069852768,-1.476888473,0.652219267
5964,40,1.8408403709999999,1.150610567,without fans,Hot,good,1,3,4,25.0,75.0,,,0.894999398,0.070371856,-1.473027162,0.65319733
6006,45,2.072747345,1.328923001,without fans,good,Excellent,2,1,3,66.66666667,33.33333333,,,0.896610097,0.07086734900000001,-1.469361741,0.654271905
6111,55,1.0316529159999999,1.140631964,without fans,good,Excellent,1,2,3,33.33333333,66.66666667,,,0.8997674000000001,0.072106083,-1.460283534,0.656541708
6169,55,1.913231575,0.7067097090000001,without fans,good,good,1,1,2,50.0,50.0,,,0.90155466,0.072790336,-1.4553200769999999,0.6582196920000001
6177,55,0.67921456,1.579583568,without fans,Mild,Regular,2,1,3,66.66666667,33.33333333,,,0.9021362009999999,0.072884715,-1.45463827,0.658396625
6292,55,0.863345405,1.152579883,without fans,good,good,1,1,2,50.0,50.0,,,0.9052669870000001,0.074241423,-1.444911141,0.660658913
6357,55,1.093523965,1.610730541,without fans,good,Arthificial turf,1,1,2,50.0,50.0,,,0.907323667,0.075008258,-1.439473134,0.6622315360000001
6376,55,1.2255298559999999,0.8974056020000001,without fans,good,good,3,1,4,75.0,25.0,,,0.907839724,0.07523241,-1.4378915769999998,0.6625372079999999
6617,71,1.5829775730000002,0.980768193,without fans,Sun,good,3,0,3,100.0,0.0,,,0.91503347,0.078075598,-1.418135542,0.667250207
6900,103,1.075475808,0.8919808509999999,without fans,windy,good,0,1,1,0.0,100.0,,,0.923017913,0.08141428,-1.395621318,0.673164966
7048,103,1.1201095859999999,0.886766011,without fans,good,good,2,2,4,50.0,50.0,,,0.926798837,0.083160304,-1.384123613,0.676396626
7332,115,2.120832922,0.6743593440000001,without fans,good,Uneven & Cutting up,3,0,3,100.0,0.0,,,0.9347656959999999,0.08651078300000001,-1.362558911,0.681839823
7457,118,4.999863717,0.152307735,without fans,good,Excellent,4,1,5,80.0,20.0,,,0.938552252,0.087985466,-1.353265173,0.683920058
7493,120,1.467582734,0.82510045,without fans,good,good,2,0,2,100.0,0.0,,,0.939644945,0.08841017400000001,-1.3506101480000001,0.684646242
7643,127,2.343442919,0.846476772,without fans,good,Excellent,2,2,4,50.0,50.0,,,0.943772387,0.09017979300000001,-1.3396486890000001,0.687917931
8760,133,1.132943704,1.079250014,without fans,Heavy rain,good,1,3,4,25.0,75.0,,,0.970217441,0.10335755699999999,-1.262649654,0.708422186
9547,135,1.609885496,1.259430657,without fans,very hot,Excellent,2,1,3,66.66666667,33.33333333,,,0.987425529,0.112642159,-1.212596,0.7222246179999999
9901,135,1.470019569,1.363590006,without fans,good,Excellent,1,3,4,25.0,75.0,,,0.99558896,0.116818461,-1.191042448,0.7282185940000001
10251,141,1.487822763,1.192224084,without fans,good,good,0,3,3,0.0,100.0,,,1.0,0.12094757199999999,-1.170263007,0.733385787
10283,141,0.8596504840000001,1.706262531,without fans,Sun,good,1,4,5,20.0,80.0,,,1.000822132,0.121325091,-1.168388276,0.733874473
10296,141,1.217834899,1.007779758,without fans,Cold,good,1,0,1,100.0,0.0,,,1.000981078,0.12147845800000001,-1.1676278390000001,0.734087058
10323,141,1.369132838,0.952382162,without fans,windy,good,0,1,1,0.0,100.0,,,1.001689606,0.12179698900000001,-1.166050623,0.7345771040000001
10385,141,0.185660171,3.319048509,without fans,Cold,good,3,2,5,60.0,40.0,,,1.002786924,0.12252843199999999,-1.162439802,0.735443436
10456,141,2.181291185,0.54625085,without fans,good,good,1,1,2,50.0,50.0,,,1.00398031,0.12336605199999999,-1.158323357,0.7367044070000001
10496,141,0.9233270379999999,1.9451255269999999,without fans,Mild,good,4,2,6,66.66666667,33.33333333,,,1.004823656,0.12383795,-1.156012852,0.737536258
10528,141,1.662547976,0.650212097,without fans,good,good,1,1,2,50.0,50.0,,,1.005350782,0.12421546900000001,-1.154168882,0.738156272
11414,142,1.35908125,1.095744515,without fans,good,good,2,2,4,50.0,50.0,,,1.021694258,0.134668019,-1.104592877,0.75126566
12710,155,1.996331268,0.94811149,without fans,windy,Excellent,1,3,4,25.0,75.0,,,1.045426921,0.149957529,-1.0366155609999999,0.769873735
12783,155,2.033078229,0.566564815,without fans,good,Excellent,0,3,3,0.0,100.0,,,1.046631747,0.150818744,-1.032928228,0.7708634870000001
12969,155,1.846972558,0.800398287,without fans,windy,Excellent,0,2,2,0.0,100.0,,,1.049922248,0.153013072,-1.0235959829999999,0.77348861
13195,157,0.699248757,1.923199776,without fans,rainy,good,3,0,3,100.0,0.0,,,1.053235914,0.155679298,-1.0123754,0.776506165
13312,157,1.20683463,1.509558507,without fans,windy,good,0,1,1,0.0,100.0,,,1.055681691,0.157059601,-1.006616293,0.778098793
13400,157,0.646467485,2.67282146,without fans,rainy,Wet and Fast,2,1,3,66.66666667,33.33333333,,,1.05703521,0.158097777,-1.002306561,0.779257932
13465,157,1.169293949,1.879115355,without fans,windy,good,0,2,2,0.0,100.0,,,1.058003564,0.158864612,-0.999135152,0.780151754
13611,158,1.5187486959999998,0.958472482,without fans,good,good,0,1,1,0.0,100.0,,,1.060699474,0.16058704199999999,-0.992048057,0.7822996940000001
13950,158,1.8883664690000002,0.930555208,without fans,good,Excellent,2,1,3,66.66666667,33.33333333,,,1.06638599,0.164586381,-0.975781485,0.78658191
13997,158,1.052919746,2.281584094,without fans,Cold,good,3,3,6,50.0,50.0,,,1.067462055,0.165140862,-0.9735465759999999,0.787276073
14060,158,1.3453147380000001,1.006178786,without fans,good,good,2,1,3,66.66666667,33.33333333,,,1.0685760979999999,0.165884102,-0.970558453,0.788021654
14166,158,1.091097218,1.47226956,without fans,Cloudy,Regular,0,2,2,0.0,100.0,,,1.070448383,0.167134633,-0.965550279,0.789426387
14810,165,2.950860913,0.579579621,without fans,Cold,good,0,2,2,0.0,100.0,,,1.0804846320000001,0.174732198,-0.935628695,0.79758509
14983,165,3.4663886689999996,0.8834420940000001,without fans,Cold,good,1,2,3,33.33333333,66.66666667,,,1.083535722,0.176773158,-0.927732555,0.79979039
15039,171,1.485089642,1.339805838,without fans,good,good,0,1,1,0.0,100.0,,,1.084403102,0.17743381600000002,-0.9251889459999999,0.800325414
15091,171,2.224637182,0.8076415720000001,without fans,good,Excellent,1,2,3,33.33333333,66.66666667,,,1.085058598,0.17804728399999997,-0.9228323709999999,0.8009280459999999
15141,171,1.324906222,1.198818473,without fans,good,good,1,3,4,25.0,75.0,,,1.085932686,0.178637157,-0.920571257,0.80149828
15156,171,1.165927058,1.323848165,without fans,good,good,2,2,4,50.0,50.0,,,1.086144464,0.178814119,-0.91989384,0.801619188
